exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	val_bpb	delta_vs_best	artifact_bytes	train_s	eval_s	total_s	job_name	snapshot_path	notes
010	2026-05-03T03:45:09Z	geni	exp_000	000	geni	FreqGPTQ: bias GPTQ Hessian calibration toward top-100 most frequent tokens (sqrt(2) activation boost) so quantization minimizes error on the tokens that dominate BPB.	-0.003	eval_budget_overrun	1.080485			600.107000	603.100000	1491.000000	apgg-geni-0001		Pre-collect 64 calibration batches, build per-token frequency map, multiply activations at hook time by sqrt(2) for the top-100 frequent tokens before accumulating H=X^T X. Targets the ~0.027 bpb quantization gap by concentrating GPTQ Hessian weight on tokens that contribute most to BPB. Technique extracted from PR #1721 (freq-gptq-gated-deltanet-adaptive-quant).
011	2026-05-03T04:04:39Z	gena	000	000	gena	FreqGPTQ: top-100 tokens get 2× Hessian weight via single pilot batch (no pre-collection overhead) + halved GPTQ damping (0.01→0.005), improving quantization fidelity for common tokens.	-0.003	eval_budget_overrun	1.080982			600.115000	603.800000	1502.000000	apgg-gena-0005		Fixed eval_budget_overrun from exp_001: replaced pre-collection of all 64 batches with a single pilot batch used both for freq computation and as first calib batch. Per-batch position weights cached as _cur_pos_w shared by all hooks (one gather per batch not per-hook). Damping still 0.005.
012	2026-05-03T04:07:13Z	genj	exp_000	000	genj	Same as exp_006 (GPTQ damping 0.01→0.005, split MLP/attn Muon WD 0.115/0.095) but reduce gptq_calibration_batches 64→60 to clear the 3.9s eval budget overrun.	-0.001	eval_budget_overrun	1.080141			600.132000	603.800000	1502.000000	apgg-genj-0008		exp_006 showed val_bpb=1.079828 (improvement) but eval_s=603.9 overran by 3.9s. Reducing GPTQ calibration from 64→60 batches trims ~8s from eval with negligible Hessian quality impact. Core changes: GPTQ damp=0.005, muon_wd_mlp=0.115.
013	2026-05-03T04:08:24Z	gene	exp_000	000	gene	FreqGPTQ (freq_batches=4): bias GPTQ Hessian toward top-100 most frequent tokens via sqrt(2) activation multiplier, with reduced phase-1 scan (4 batches) to avoid eval budget overrun.	-0.006	eval_budget_overrun	1.080323			600.141000	603.900000	1510.000000	apgg-gene-0010		First attempt (exp_007) showed val_bpb=1.0805 but DQ_EVAL by 4.2s. Reducing freq_batches from 16 to 4 cuts phase-1 data-loading overhead from ~2-4s to ~0.5-1s. Top-100 token frequencies are stable across batches so 4 batches is sufficient for a good estimate.
014	2026-05-03T04:08:25Z	genb	000	000	genb	Z-loss training regularization: add 1e-4 * mean(logsumexp(logits)^2) to cross-entropy in forward(), stabilizing logit magnitudes during training with zero eval overhead to avoid budget overrun.	-0.002	eval_budget_overrun	1.085102			600.145000	603.800000	1513.000000	apgg-genb-0010		All 4 prior experiments overran eval budget by adding eval-side compute (two-pass GPTQ Hessian). Z-loss is purely training-side: model.forward() is called in training and TTT loops but eval uses forward_logits() directly. ICLR 2024 confirms z-loss resolves logit instability even in small models at high LR, which is our regime (fast 10-min training schedule with high matrix_lr=0.022). Coefficient 1e-4 from PaLM paper.
015	2026-05-03T04:08:44Z	genh	000	000	genh	Combine freq-weighted GPTQ (sqrt2 boost top-100 tokens, CPU-stored batches to cut GPU pressure), GPTQ damping 0.01→0.005, and split Muon WD (attn=0.095 vs MLP=0.115) to improve both quantization fidelity and training regularization.	-0.005	eval_budget_overrun	1.080425			600.040000	603.900000	1508.000000	apgg-genh-0010		Three changes stacked: (1) freq-GPTQ with CPU-stored calib batches (fixes GPU pressure from exp_004); (2) GPTQ Hessian damp 0.01->0.005 for tighter Hessian approximation (less regularization bias); (3) split Muon WD per INIT.md SOTA description (attn=0.095, MLP=0.115 for better training regularization). MLP gets higher WD since MLP weights are the primary capacity bottleneck and benefit from more regularization.
016	2026-05-03T04:08:48Z	genf	000	000	genf	Polar Express NS coefficients + GPTQ damping 0.01→0.005, with calibration batches reduced 64→56 to recover the 4s eval overrun seen in exp_009.	-0.002	eval_budget_overrun	1.080178			600.051000	604.000000	1504.000000	apgg-genf-0010		exp_009 got val_bpb=1.0805 but DQ'd at eval_s=604 (4s over). Trimming GPTQ calibration batches 64->56 (~10s savings) to create headroom. Core changes same: Polar Express 5-step NS + GPTQ damp 0.005.
017	2026-05-03T04:09:26Z	geng	000	000	geng	SNOO outer Nesterov step disabled during warmdown phase (frac >= 0.28): prevents stale momentum buffer from interfering with LR-decay fine-tuning; SNOO only active during stable training phase (~28% of budget, ~168s).	-0.003	eval_budget_overrun	1.080362			600.066000	603.500000	1501.000000	apgg-geng-0010		First trial (exp_008) showed 1.092 vs baseline 1.081 — SNOO hurt because final outer step applied stale accumulated momentum during warmdown. Fix: skip SNOO when in_warmdown=(frac>=1-warmdown_frac); also removed explicit final SNOO step before EMA. With K=20 and ~840 stable steps, ~42 outer steps fire before warmdown starts.
018	2026-05-03T04:10:29Z	genc	000	000	genc	FreqGPTQ (top-100 tokens 2x Hessian weight) + GPTQ damping 0.005 + TTT freeze first 2 blocks to reduce overfitting and save ~15% TTT backward time; GPU-resident calibration batches to avoid prior eval overrun.	-0.004	eval_budget_overrun	1.080525			600.052000	603.200000	1501.000000	apgg-genc-0010		Fixes the eval_budget_overrun from exp_005 by keeping calibration batches on GPU (eliminates CPU round-trips). Adds TTT block freezing (first 2 of 11 blocks): early blocks encode general language features and freezing them reduces per-chunk overfitting while saving ~18% of TTT weight-gradient computation. FreqGPTQ and lower damping target the quantization gap.
019	2026-05-03T04:13:33Z	gend	000	000	gend	Replace TTT optimizer from SGD (lr=0.005, momentum=0.9) with AdamW (lr=0.001, betas=(0.9,0.999)) — adaptive per-parameter LR should converge more efficiently within the 3-epoch per-chunk window	-0.004	eval_budget_overrun	1.080374			600.044000	603.700000	1508.000000	apgg-gend-0011		Revert FreqGPTQ (was neutral + timing overrun). Switch TTT from SGD to AdamW: same number of forward/backward passes so minimal extra eval cost, but AdamW normalizes updates by gradient RMS which should converge to a better local minimum in the same 3 epochs. Lower ttt_lr from 0.005 to 0.001 to match AdamW's normalization scale. weight_decay=0 avoids regularizing away the adaptation.
020	2026-05-03T04:14:44Z	geni	exp_000	000	geni	FreqGPTQ (top-100 token sqrt(2) Hessian boost) + lower GPTQ damping (0.01→0.005) + larger TTT batch_seqs (32→48) to stay within eval budget.	-0.003	eval_budget_overrun	1.080762			600.110000	603.000000	1490.000000	apgg-geni-0011		Three changes over baseline: (1) FreqGPTQ: pre-collect 64 calib batches, boost top-100 token activations by sqrt(2) in H=X^T X; (2) GPTQ damping 0.01→0.005 for more accurate Hessian inversion (safe with freq-weighted calib); (3) batch_seqs 32→48 in sliding+TTT eval to reduce Python loop overhead and bring eval_s under 600s (prior run DQ'd at 603s).
021	2026-05-03T04:35:08Z	genj	exp_000	000	genj	GPTQ Hessian damping 0.01→0.005 only (reverted split MLP WD which caused systematic +4s eval overhead); calibration_batches=60 for eval budget margin.	-0.001	eval_budget_overrun	1.080492			600.108000	604.200000	1502.000000	apgg-genj-0017		exp_006 and exp_012 both showed eval_s consistently ~604s (+4s) — split Muon WD's extra all_reduce per training step is likely the culprit. Reverting to single Muon group. Keeping GPTQ damping=0.005 and calibration_batches=60. Lower damping reduces Hessian regularization bias for better int6 quantization.
022	2026-05-03T04:35:42Z	genb	000	000	genb	Z-loss training regularization (1e-4 * logsumexp^2) plus gptq_calibration_batches reduced 64→48 to create ~10s eval headroom against environment jitter (prior run overran by only 3.8s with no eval-side changes).	-0.003	eval_budget_overrun	1.084295			600.019000	603.200000	1515.000000	apgg-genb-0018		exp_014 overran by only 3.8s despite z-loss being purely training-side. Reducing calibration batches from 64 to 48 saves ~10s of GPTQ calibration time. Z-loss (1e-4 coefficient from PaLM) stabilizes logit magnitudes during training; should improve final quality given our fast 10-min training schedule.
023	2026-05-03T04:36:59Z	genf	000	000	genf	Polar Express per-iteration NS coefficients for Muon + ttt_epochs 3→2 to clear the systemic eval_budget_overrun (all 18 prior trials DQ'd; TTT dominates eval at ~400s).	-0.001	keep	1.079016	-0.001984	15988413	600.130000	575.200000	1474.000000	apgg-genf-0019	snapshots/023_genf	Every trial from all specialists is DQ'd with eval_s=604s exactly. ttt_epochs 3→2 saves ~130s of TTT eval cost. Keeping Polar Express NS (training-only, no eval impact). GPTQ damping reverted to baseline 0.01. This trade-off (fewer TTT epochs vs cleaner training signal) should still be net-positive vs baseline if PE NS is real.
024	2026-05-03T04:38:11Z	gene	exp_000	023	gene	FreqGPTQ optimized: precompute per-batch frequency weights once (not per-hook), in-place multiply to avoid extra 200MB tensor allocation — eliminates ~35x redundant gathers that caused prior 4s eval overrun.	-0.006	eval_budget_overrun	1.080637			600.097000	603.300000	1503.000000	apgg-gene-0019		Prior two attempts (exp_007, exp_013) DQ_EVAL by ~4s. Root cause: gather freq_lut[ids] fired inside every hook (35x per batch), each creating a 200MB temp tensor. New impl: compute _cur_w[0]=freq_lut[x.reshape(-1)].unsqueeze(1) once per batch; hooks do x.mul_(_cur_w[0]) in-place. Reduces from 2240 gathers+allocs to 64 gathers; should cut overhead from ~4s to <0.5s.
025	2026-05-03T04:40:11Z	gena	000	023	gena	SWA during warmdown (equal-weight snapshots every 0.72% of budget, ~100 snapshots) replaces EMA at end of training, giving a flatter minimum; plus halved GPTQ damping (0.01→0.005).	-0.004	eval_budget_overrun	1.115448			600.113000	604.000000	1518.000000	apgg-gena-0020		SWA: collect snapshots when frac>=0.28 every swa_interval_frac=0.0072 (~4.3s intervals, ~100 snapshots over 432s warmdown). Accumulate in-place sum, divide by count at end, apply instead of EMA. Training-only change, zero eval overhead. Damping: 0.005 (was 0.01), zero time overhead.
026	2026-05-03T04:41:59Z	geng	000	023	geng	Disable SNOO (snoo_k=0), reduce GPTQ calibration batches 64→40 to clear eval overrun, lower GPTQ damping 0.01→0.005, and split Muon WD (MLP=0.115 / attn=0.095) to replicate exp_006's training quality while definitively clearing the eval budget.	-0.002	eval_budget_overrun	1.080194			600.060000	604.400000	1498.000000	apgg-geng-0021		Every prior experiment (exp_001–017) suffered eval_budget_overrun. Root cause: eval environment is ~10s slower than baseline calibration; ttt_epochs already at 3 but 64 calib batches still pushes over. Cut batches 64→40 (~37% GPTQ calib time reduction, ~20s savings). Also apply exp_006's proven recipe: GPTQ damping 0.005 + split Muon WD MLP/attn. SNOO (exp_008/017) hurt quality vs these simpler changes so disabled.
027	2026-05-03T04:44:01Z	genc	000	023	genc	FreqGPTQ interleaved (no pre-collection overhead, token freq estimated from first 8 calibration batches with sqrt(2) boost for top-100 tokens) + GPTQ damping 0.005 (halved from 0.01) + TTT freeze first 2 blocks during adaptation	-0.003	eval_budget_overrun	1.080640			600.063000	603.700000	1508.000000	apgg-genc-0021		Previous two attempts (exp_005, exp_018) failed with eval_budget_overrun (~603s) due to pre-collecting calibration batches breaking CPU-GPU pipeline overlap. This version uses a fully interleaved loop: each iteration does data load + bincount + forward pass together, so GPU never idles. FreqGPTQ activates after batch 8 (freq_w becomes non-None). GPTQ damping halved to 0.005 to reduce Hessian regularization bias. TTT freezes first 2 blocks to reduce overfitting and save ~18% of backward compute.
028	2026-05-03T04:44:47Z	genh	000	023	genh	Stack label smoothing (ε=0.1), split Muon WD (MLP=0.115 vs attn=0.095), GPTQ damping 0.005, freq-weighted GPTQ (sqrt2 top-100), and reduce calib batches 64→48 to escape eval budget overrun while improving training regularization and quantization quality.	-0.005	eval_budget_overrun	1.126670			600.069000	605.600000	1513.000000	apgg-genh-0021		Prior two trials (004, 015) hit exactly 603.9s eval — 3.9s over budget due to environment slowness. Fix: reduce gptq_calibration_batches 64→48, saving ~11s from GPTQ forward passes. Also adds label_smoothing=0.1 (training regularization, expected -0.002 to -0.004 BPB), split Muon WD per INIT.md SOTA spec, GPTQ damping 0.005, freq-GPTQ with single-batch estimation (zero pre-collection overhead). All changes except GPTQ damping are training-only so cannot cause eval overrun.
029	2026-05-03T04:45:04Z	geni	exp_020	023	geni	FreqGPTQ with pre-computed per-batch frequency weights (fixes 2816 hook-internal gather ops → single gather per batch), damping=0.005, batch_seqs reverted to 32; should fit eval budget and improve val_bpb via Hessian bias toward top-100 frequent tokens.	-0.002	eval_budget_overrun	1.080922			600.006000	605.300000	1535.000000	apgg-geni-0021		Two prior submissions (exp_010, exp_020) both DQ'd at eval_budget_overrun (~603s) because freq_weight_map gather ran inside each of 44 CastedLinear hooks for every calibration batch. Fix: pre-compute _cur_freq_w[0] = freq_weight_map[x.reshape(-1)].unsqueeze(1) once per batch before forward_logits(x), so hooks just multiply by the cached vector. Also reverted batch_seqs from 48 back to 32 (no benefit, added confusion).
030	2026-05-03T05:03:53Z	genb	000	023	genb	Label smoothing 0.1 in training cross-entropy: zero computational overhead (unlike z-loss which added logsumexp to every TTT backward pass, causing eval overrun), regularizes overconfidence in the undertrained 10-min model.	-0.002	eval_budget_overrun	1.126849			600.027000	606.100000	1528.000000	apgg-genb-0024		Z-loss (exp_014, exp_022) overran eval budget by ~3s because logsumexp added overhead to TTT backward passes (3 epochs * thousands of chunks). Label smoothing uses PyTorch's built-in cross_entropy label_smoothing parameter which adds zero extra ops. Expected to prevent overconfident predictions and improve generalization in the undertrained regime.
031	2026-05-03T05:03:58Z	genf	023	023	genf	Add GPTQ Hessian damping 0.01→0.005 on top of exp_023 (Polar Express NS + ttt_epochs=2), to further improve quantization fidelity with zero eval time overhead.	-0.001	eval_budget_overrun	1.080954			600.120000	604.800000	1519.000000	apgg-genf-0024		exp_023 validated PE NS + ttt_epochs=2 at val_bpb=1.079016 with eval_s=575s (25s headroom). GPTQ damping 0.005 is a quantization-only change that adds zero eval time. DQ'd exp_016 showed 1.0802 with PE+damping+3epochs vs 1.0790 with PE+2epochs alone, suggesting damping contributes ~-0.001 BPB independently.
032	2026-05-03T05:05:18Z	gend	000	023	gend	Revert TTT optimizer from non-fused AdamW back to SGD (lr=0.005, momentum=0.9) + keep reduced eval overhead (48 calib batches, 3 TTT epochs) + add GPTQ Hessian damping 0.005 (vs 0.01) for tighter quantization.	-0.002	eval_budget_overrun	1.081413			600.026000	604.500000	1610.000000	apgg-gend-0024		All 21 prior experiments eval_budget_overrun. Root cause: exp_019 introduced non-fused AdamW for TTT which adds ~3x memory-op overhead per optimizer step vs SGD (params+m+v vs params only), more than canceling the savings from 3 epochs+48 batches. Reverting to SGD restores fast per-step updates. Keeping 48 calib batches (vs baseline 64) saves ~16s. Keeping 3 epochs (vs baseline 4) saves ~37s. GPTQ damp 0.005 (vs 0.01) reduces Hessian regularization bias → tighter quantization, ~0.001 bpb improvement seen in exp_006 lineage.
033	2026-05-03T05:08:10Z	genj	exp_000	023	genj	GPTQ damping 0.005 + ttt_epochs 3→2 / ttt_lr 0.005→0.007: reduce eval budget by ~60s (TTT backward passes) to clear the systematic 4s overrun from damping=0.005 brotli compression difference.	-0.001	eval_budget_overrun	1.081007			601.926000	605.500000	1579.000000	apgg-genj-0026		Three prior runs (exp_006, 012, 021) all got eval_s~604s with GPTQ damping=0.005 despite cutting calibration batches. The 4s overrun appears systematic (brotli on different weight patterns). Reducing ttt_epochs 3→2 saves ~60s from TTT backward passes. Raising ttt_lr 0.005→0.007 to partially compensate for fewer epochs. Net GPTQ improvement (~+0.001 BPB) should survive the small TTT adjustment.
034	2026-05-03T05:08:24Z	gene	exp_000	023	gene	Lower GPTQ damping (0.01→0.005) for more precise Hessian-guided quantization, plus earlier loop activation (0.35→0.20) so recurrent layers train at peak LR for 8% of budget before warmdown begins.	-0.004	eval_budget_overrun	1.080955			600.042000	604.300000	1512.000000	apgg-gene-0027		Two orthogonal zero-overhead changes: (1) GPTQ damp 0.01→0.005 reduces Hessian regularization bias allowing more precise second-order quantization compensation (PR #1318 uses 0.005); (2) enable_looping_at 0.35→0.20 means depth-recurrent layers 3-5 now activate during peak-LR phase (frac 0.20-0.28) instead of only during warmdown, giving them proper high-LR gradient signal. collect_hessians reverted to original — FreqGPTQ abandoned due to persistent 3-4s eval overrun.
035	2026-05-03T05:11:07Z	gena	000	023	gena	SWA snapshots in last 10% of training only (frac≥0.90, ~14 snapshots at low LR near convergence) + lower GPTQ damping (0.005) + calibration_batches 64→56 to reclaim ~4s eval headroom.	-0.003	eval_budget_overrun	1.084246			600.074000	604.800000	1514.000000	apgg-gena-0029		Fixed SWA start from frac=0.28 (entire warmdown, bad) to frac=0.90 (last 10%=60s, ~14 snapshots at LR<14% max). Equal-weight average of near-converged models. Calibration batches reduced 64→56 to compensate for systematic ~4s eval overhead seen in all prior runs. Damping stays 0.005.
036	2026-05-03T05:13:19Z	geng	026	023	geng	Increase eval_stride 64→96 to cut SW-eval + TTT-scoring windows by 33%, clearing the 4.4s eval overrun seen in exp_026, while keeping GPTQ damping 0.005, split Muon WD (MLP=0.115/attn=0.095), calib batches 40, and SNOO disabled.	-0.001	eval_budget_overrun	1.080832			600.021000	604.800000	1618.000000	apgg-geng-0030		exp_026 showed val_bpb=1.0802 but eval_s=604.4s (4.4s over). Cutting GPTQ batches 64→40 only saved ~5s (GPTQ calib is ~13s total; not the bottleneck). eval_stride controls both SW eval AND TTT scoring windows, so stride 64→96 reduces both by 33%. TTT adaptation (num_chunks × ttt_epochs backward passes) is unaffected. Expected time savings: ~80-120s on SW+TTT-scoring. BPB cost: minimal — scored tokens still have 1952 tokens context vs 1984 at stride=64, difference is negligible at 2K context range.
037	2026-05-03T05:18:54Z	geni	023	023	geni	Reduce GPTQ Hessian damping 0.01→0.005 on top of exp_023 (Polar Express NS + ttt_epochs=2); lower damping reduces quantization bias without adding any eval-time overhead, and the ~130s eval headroom from ttt_epochs=2 keeps us safely under budget.	-0.001	keep	1.078936	-0.000080	15987251	600.070000	579.900000	1489.000000	apgg-geni-0030	snapshots/037_geni	Single-line change: damp = 0.005 * H.diag().mean() (was 0.01). PR #1318 and exp_006 both show damping=0.005 improves quantization fidelity. exp_006 achieved 1.079828 from baseline (ttt_epochs=3) with this + split WD; exp_023 (1.079016) already uses Polar Express NS and ttt_epochs=2 so the combination should push below 1.079.
038	2026-05-03T05:19:20Z	genc	023	037	genc	FreqGPTQ interleaved (top-100 tokens √2 Hessian boost, freq estimated from first 8 calib batches, zero pre-collection overhead) + GPTQ damping 0.01→0.005, both on top of exp_023 (Polar Express NS + ttt_epochs=2).	-0.002	discard	1.079118	+0.000182	15990566	600.128000	588.200000	1503.000000	apgg-genc-0030		exp_023 has ttt_epochs=2 giving ~130s eval headroom vs prior overrunning experiments. FreqGPTQ interleaved approach avoids pre-collection overhead that caused previous overruns (exp_005, exp_018, exp_027). GPTQ damping 0.005 (vs 0.01) reduces Hessian regularization bias. Combined expected to improve quantization quality by ~0.001-0.002 BPB.
039	2026-05-03T05:21:46Z	genh	023	037	genh	Reduce GPTQ Hessian damping 0.01→0.005 on top of exp_023 (Polar Express NS + ttt_epochs=2): lower damping reduces quantization bias and exp_023's ttt_epochs=2 provides ~130s eval headroom to prevent the overrun seen in all prior damping-0.005 attempts.	-0.001	eval_budget_overrun	1.081108			600.094000	604.600000	1623.000000	apgg-genh-0030		GPTQ damping 0.01→0.005 consistently improved val_bpb to ~1.080 in exp_006/021/026, but all overran eval budget (ttt_epochs=3). exp_023 resolved eval budget by cutting ttt_epochs to 2, saving ~130s of TTT cost. This trial combines both improvements: Polar Express NS (training) + lower GPTQ damping (quantization) + ttt_epochs=2 (eval budget safety). Only one line changed from exp_023 snapshot.
040	2026-05-03T05:33:53Z	genb	000	037	genb	Reduce ttt_epochs 3→2 to fix systematic eval budget overrun: this environment runs ~605s for the 3-epoch baseline eval, all prior experiments overran. 2 epochs saves ~130s of TTT, bringing eval_s to ~475s. Expected val_bpb ~1.074-1.078, still a keep vs reference 1.081.	-0.005	eval_budget_overrun	1.081686			600.107000	605.500000	1626.000000	apgg-genb-0033		All 7 experiments so far (exp_001-004, exp_014, exp_022, exp_030) had eval_budget_overrun. Even label_smoothing (zero overhead) hit 606s. The environment consistently takes ~605s for the standard eval config. Reducing ttt_epochs from 3 to 2 is the minimum change that reliably brings eval under 600s. The SEED STACK baseline with 3-epoch TTT achieves ~1.072; 2-epoch TTT should still beat the reference 1.081.
041	2026-05-03T05:36:16Z	gend	000	037	gend	Skip redundant eval_val_sliding when TTT is enabled (saves ~240s since TTT already scores all windows), with full quality settings: 4 TTT epochs, 64 calib batches, GPTQ damping 0.005, SGD TTT lr=0.005.	-0.002	eval_budget_overrun	1.097470			600.152000	604.000000	1597.000000	apgg-gend-0035		Root cause of all eval_budget_overruns: eval_val_sliding and eval_val_ttt BOTH do full sliding-window forward passes (~240s each). When TTT is enabled, eval_val_sliding is pure redundancy — TTT's score-first phase scores identical windows. Fix: add 'and not h.ttt_enabled' to the sliding_window eval condition. Saves ~240s, bringing eval from ~604s to ~360s. With this headroom, restore full quality settings: 4 TTT epochs (vs 3), 64 calib batches (vs 48), keep GPTQ damping 0.005 and SGD TTT (from exp_032).
042	2026-05-03T05:38:22Z	genf	023	037	genf	Set min_lr=0.1 to floor LR at 10% of max during warmdown, preventing late-training LR collapse; training-only change with zero eval overhead, validated by PR #1787.	-0.002	eval_budget_overrun	1.080248			600.067000	604.900000	1619.000000	apgg-genf-0035		Current code has min_lr=0.0 and warmdown_frac=0.72. With warmdown_frac=0.72, the floor at 0.1 kicks in at frac=0.928 (~557s), keeping LR at 10% for the last ~43s of training instead of decaying toward zero. LR schedule at line 1379 already uses min_lr: max((1.0-frac)/warmdown_frac, min_lr). PR #1787 (val=1.063) used min_lr=0.10 and tagged it as low-risk opt technique. No eval-side impact — eval_s should remain ~575s with same 25s headroom as exp_023.
