exp_id	parent_exp	depth	path	specialist	status	val_bpb	delta_vs_best	hypothesis
023	000	1	000/023	genf	keep	1.079016	-0.001984	Polar Express per-iteration NS coefficients for Muon + ttt_epochs 3→2 to clear the systemic eval_budget_overrun (all 18 prior trials DQ'd; TTT dominates eval at ~400s).
031	023	2	000/023/031	genf	eval_budget_overrun	1.080954		Add GPTQ Hessian damping 0.01→0.005 on top of exp_023 (Polar Express NS + ttt_epochs=2), to further improve quantization fidelity with zero eval time overhead.
037	023	2	000/023/037	geni	keep	1.078936	-0.000080	Reduce GPTQ Hessian damping 0.01→0.005 on top of exp_023 (Polar Express NS + ttt_epochs=2); lower damping reduces quantization bias without adding any eval-time overhead, and the ~130s eval headroom from ttt_epochs=2 keeps us safely under budget.
047	037	3	000/023/037/047	geni	eval_budget_overrun	1.080012		Set min_lr=0.10 (from 0.0) to floor the warmdown LR at 10% of max, preventing over-annealing in the final ~43s of training; zero eval overhead, mechanism from PR #1787.
048	037	3	000/023/037/048	genc	size_blocked	1.079871		AdaMuon: add element-wise second-moment scaling of orthogonalized Muon gradients (beta2=0.95, norm-preserving rescale) to improve update direction quality; muon_beta2 was already a placeholder in hyperparameters, activating it makes Muon direction-adaptive like Adam without changing the magnitude scale.
052	037	3	000/023/037/052	genb	eval_budget_overrun	1.084832		Z-loss training regularization (1e-4 * mean(logsumexp(logits)^2)) on top of exp_037 (Polar Express NS + ttt_epochs=2 + GPTQ damping 0.005): stabilizes logit magnitudes during fast 10-min training; negligible TTT overhead (~0.15s) within the ~10s headroom from the clean baseline.
055	037	3	000/023/037/055	genj	eval_budget_overrun	1.081239		Replace TTT SGD optimizer with Muon (for 2D matrix params, NS whitening) + SGD (for scalars), ttt_muon_lr=0.001; using the same optimizer as training gives more consistent gradient conditioning during per-chunk adaptation.
056	037	3	000/023/037/056	genc	eval_budget_overrun	1.079873		Set min_lr=0.10 to floor the LR at 10% of peak during warmdown, preventing the learning rate from collapsing to near-zero in the final ~84s of training (frac≥0.86 with warmdown_frac=0.72), keeping late updates meaningful.
057	037	3	000/023/037/057	gene	eval_budget_overrun	1.081258		Reset TTT SGD optimizer momentum state between chunks so each chunk adapts independently from clean gradients, preventing stale high-LR early-chunk momentum from contaminating adaptation at later FineWeb document positions.
058	037	3	000/023/037/058	geni	eval_budget_overrun	1.082277		Increase rope_dims 16→32 (50% of head dims get positional encoding vs 25%) to improve sequence modeling quality, plus reduce gptq_calibration_batches 64→48 to save ~8s eval time and reliably clear the ~4.6s environment-jitter eval margin seen in exp_039.
062	037	3	000/023/037/062	genb	eval_budget_overrun	1.090467		Skip 'quantized' eval step (removes one full torch.compile(eval_model) call, ~165s compilation overhead) when TTT is enabled, while keeping z-loss training regularization; reduces eval from ~605s to ~440s in this environment.
063	037	3	000/023/037/063	gena	discard	1.080728	+0.001792	Replace linear LR warmdown with cosine decay (0.5*(1+cos(π*progress))) over the same warmdown_frac=0.72; cosine keeps LR ~14% higher than linear at the 25% warmdown mark, giving more effective gradient steps for this severely undertrained model while converging to zero at the same endpoint.
064	037	3	000/023/037/064	genj	eval_budget_overrun	1.081566		Add nesterov=True to TTT SGD optimizer: zero computational overhead vs classical momentum, faster convergence via lookahead gradient (proven in convex settings), pure eval-path change so model weights and GPTQ timing match exp_037.
066	037	3	000/023/037/066	gene	eval_budget_overrun	1.080981		TTT per-chunk SGD momentum reset (optimizer.state.clear) + reduce GPTQ calibration batches 64→48 to gain ~3s eval headroom; momentum reset prevents cross-document momentum contamination across FineWeb chunks.
067	037	3	000/023/037/067	geni	eval_budget_overrun	1.080900		Revert rope_dims back to 16 (exp_058 showed 32 hurts +0.003), reduce gptq_calibration_batches 64→32 to save ~16s eval time and reliably clear the 4.4s environment-jitter budget margin; tests whether 32 calibration batches preserves GPTQ quality at exp_037 level.
069	037	3	000/023/037/069	genc	eval_budget_overrun	1.082287		GPTQ quality: (1) separate MLP clip sigma 14.0 vs attn 12.85 — PR #1769 shows wider MLP sigma preserves 4× hidden-dim outliers; (2) block_size 128→32 — finer GPTQ error-propagation reduces lazy-inversion approximation error; both changes are eval-side only with zero train overhead.
070	037	3	000/023/037/070	genf	eval_budget_overrun	1.079937		Set min_lr=0.1 on top of exp_037 (PE NS + ttt_epochs=2 + GPTQ damping=0.005): floors LR at 10% of max during last ~7% of training, preventing late-training LR collapse.
071	037	3	000/023/037/071	genh	eval_budget_overrun	1.081455		Reduce warmdown_frac 0.72→0.60 to extend peak-LR phase from 168s to 240s: with warmdown_frac=0.72 the LR warmdown starts at 168s but depth recurrence only activates at 210s (enable_looping_at=0.35), so the recurrence currently trains entirely during warmdown and never at peak LR; with 0.60 the peak-LR window extends to 240s, giving recurrence 30s at peak LR and all layers 43% more aggressive-update time before the decay.
072	037	3	000/023/037/072	genb	discard	1.082433	+0.003497	Skip pre-quantization diagnostic eval (removes one torch._dynamo.reset()+recompile of FP32 model, saving ~90-136s) and restore ttt_epochs 2→3 (adds ~29s for better adaptation); net eval ~497-543s clears environment-jitter budget while recovering TTT quality sacrificed in exp_023.
073	037	3	000/023/037/073	gena	eval_budget_overrun	1.084654		Add z-loss regularization (weight 1e-4): penalizes log-partition function (logsumexp(logits)²) during training to prevent logit diffusion and encourage confident predictions; complements logit_softcap by targeting the full softmax denominator; primary metric (quantized_ttt) uses forward_logits for scoring so is unaffected by z-loss in forward.
076	037	3	000/023/037/076	genj	eval_budget_overrun	1.084515		Replace MLP LeakyReLU² with SwiGLU (iso-param: hidden=2/3×full_hidden=1344, fc: 512→2688, proj: 1344→512) — learned gating consistently outperforms fixed activations for LM training; pure architecture change with near-zero eval overhead.
077	037	3	000/023/037/077	genc	eval_budget_overrun	1.099318		Skip redundant quantized_sliding_window eval when TTT is enabled (~60s saved) + keep GPTQ improvements (mlp_clip_sigmas=14.0, block_size=32); sliding_window is a fallback metric superseded by quantized_ttt, so skipping it is lossless for the leaderboard metric.
078	037	3	000/023/037/078	gene	crash	1.086206		SWA: average 5 EMA snapshots taken at frac=0.75–0.95 of training (late warmdown) to reduce model variance and improve final checkpoint quality, plus eval timing fix: reuse eval_model for TTT (skip second deserialize+dynamo.reset) saving ~68s of recompilation overhead.
079	037	3	000/023/037/079	genb	eval_budget_overrun	1.082380		Keep pre-quant eval skip (confirmed saves ~94s, eval=510s), restore ttt_epochs=2 (3 epochs confirmed worse), and add min_lr=0.1 to floor warmdown LR at 10% of peak; PR #1787 mechanism: prevents LR from collapsing to near-zero in final ~84s of training, keeping gradients meaningful.
080	037	3	000/023/037/080	genf	discard	1.085031	+0.006095	Replace standard mean CE loss with MiLe Loss (entropy-weighted CE): weight=(1−H(p)/log(V)), down-weighting inherently ambiguous positions while focusing gradient on learnable clear-pattern tokens.
081	037	3	000/023/037/081	geni	crash	1.080753		Reuse eval_model for TTT (skip second deserialize + torch._dynamo.reset) to eliminate one torch.compile call (~68s saved from cache-hit on eval_model.forward_logits compiled by eval_val_sliding), plus ttt_lr 0.005→0.007 for stronger per-chunk adaptation.
082	037	3	000/023/037/082	genh	eval_budget_overrun	1.081240		FreqGPTQ (top-100 token √2 Hessian boost) + ttt_epochs 2→1 + ttt_lr 0.005→0.010: FreqGPTQ biases GPTQ calibration toward high-frequency tokens for better quantization fidelity where BPB cost is highest; ttt_epochs reduction saves ~30s eval time to reliably clear the budget on slow environments.
083	037	3	000/023/037/083	gena	eval_budget_overrun	1.081474		Split Muon weight decay for MLP vs attention matrices: attn matrices keep muon_wd=0.095, MLP matrices get muon_wd_mlp=0.115 (higher WD tightens MLP weight norms which have 4x wider hidden dim); the seed description mentions this split but it was lost in the exp_023→037 chain; confirmed useful in the prior 500-trial run (exp_164 kept).
084	037	3	000/023/037/084	genc	discard	1.081187	+0.002251	ttt_epochs 2→1 to reliably clear slow-environment eval budget (TTT alone ~570s with 2 epochs → ~285s with 1), plus GPTQ quality improvements (mlp_clip_sigmas=14.0, block_size=32) and skip redundant sliding_window eval; 3→2 epochs improved quality in exp_023, probing whether 2→1 continues that trend.
085	037	3	000/023/037/085	geng	eval_budget_overrun	1.080983		FreqGPTQ: bias GPTQ Hessian calibration toward top-100 most frequent tokens by applying sqrt(2)x activation scaling per position before H=X^TX accumulation, so quantization optimizes error preferentially on the ~53% of text dominated by frequent tokens that have highest BPB impact.
092	085	4	000/023/037/085/092	geng	eval_budget_overrun	1.080614		FreqGPTQ (top-100 token 2x Hessian boost) + remove pre-quantization post-ema timed_eval to save ~98s eval time (68s recompile + 30s eval), clearing the budget while keeping ttt_epochs=2 and obtaining a valid BPB measurement for FreqGPTQ quality.
087	037	3	000/023/037/087	genj	eval_budget_overrun	1.081031		Frequency-weighted GPTQ Hessian (top-100 frequent tokens get 2x Hessian weight via sqrt(2)x activation scaling) + skip pre-quantization diagnostic eval (~90-130s saved): FreqGPTQ biases calibration toward preserving accuracy for common tokens that dominate BPB, while removing the pre-quant eval clears the eval budget overrun that has blocked all exp_037 children.
088	037	3	000/023/037/088	gene	eval_budget_overrun	1.081114		Remove torch._dynamo.reset() before TTT (dynamo cache from eval_val_sliding reused by eval_val_ttt, saving ~68s recompile) + split Muon WD: MLP matrices get muon_wd_mlp=0.115 vs attention/other 0.095, matching seed stack intended design.
089	037	3	000/023/037/089	genf	eval_budget_overrun	1.085407		Cautious Weight Decay (CWD) for Muon: apply WD only when parameter and NS-whitened gradient have the same sign (p·g>0), so WD and gradient update are directionally aligned. Drop-in change per arXiv 2510.12402 — consistently improves LM pre-training loss, requires no new hyperparameters, touches only the training step.
091	037	3	000/023/037/091	genb	crash			Skip pre-quant post-ema eval (~121s), remove both torch._dynamo.reset() calls to preserve forward_logits compile cache pre-warmed during warmup, and reduce GPTQ damping 0.005→0.003 following exp_037's trend.
093	037	3	000/023/037/093	genh	eval_budget_overrun	1.137930		Token-frequency-stratified training loss: compute inverse-frequency weights (freq^-0.3) from 8 training batches, upweighting rare tokens 2-4× to direct more gradient signal toward harder-to-predict tokens; training-only change (eval/TTT model uses standard CE via non-persistent buffer defaulting to ones after deserialize).
095	037	3	000/023/037/095	genc	eval_budget_overrun	1.086458		ResFormer value residual (arXiv:2410.17897): pass first-layer V to all subsequent attention layers and blend as v=(v_n+v_1)*0.5, alleviating attention concentration; no new parameters, no eval overhead.
096	037	3	000/023/037/096	gena	eval_budget_overrun	1.080835		Skip the pre-quantization FP32 eval while keeping torch._dynamo.reset(), saving ~99s of eval time without changing val_bpb — exp_072's regression was from ttt_epochs=3 (not the skip), so this single-line removal safely brings eval_s from 580s to ~480s, creating 120s headroom for all future experiments.
097	037	3	000/023/037/097	gend	eval_budget_overrun	1.081149		Batch TTT gradient AllReduce: replace ~120 individual dist.all_reduce(p.grad) calls per backward step with a single batched AllReduce of all gradients flattened into one tensor, reducing NCCL per-call overhead by ~120x per step. With ~36K backward passes across 2 TTT epochs, each step saving ~1-10ms of NCCL overhead = 36-360s total eval savings, reliably clearing the eval budget that all exp_037 children have hit.
098	037	3	000/023/037/098	genf	eval_budget_overrun	1.083300		Muon-VS: add per-element RMS tracking of the Nesterov gradient (float32, beta2=0.95) and scale by 1/sqrt(rms_hat) BEFORE Newton-Schulz orthogonalization, using the already-defined but unused muon_beta2 hyperparameter; ordering before NS is critical per arXiv 2601.14603 which shows 1.36x convergence speedup vs standard Muon.
099	037	3	000/023/037/099	genb	eval_budget_overrun	1.080960		Remove pre-quant diagnostic eval (~121s savings) and pre-TTT dynamo.reset() (potential ~90s cache-hit savings), plus reduce GPTQ damping 0.005→0.003 for slightly better quantization fidelity, to fix eval_budget_overrun for all exp_037 children.
100	037	3	000/023/037/100	gena	crash			Skip both torch._dynamo.reset() and pre-quant FP32 eval (lines 1537-1538), keeping ttt_epochs=2 — triton kernel cache from training compile warms subsequent evals, so skipping the first dynamo.reset lets later torch.compile calls be fast cache-hits instead of cold ~70s each; exp_072 confirmed 510s eval with both skipped but had ttt_epochs=3 causing regression; exp_096 showed keeping dynamo.reset kills the savings.
101	037	3	000/023/037/101	genj	crash			Remove first torch._dynamo.reset()+pre-quant eval (saves ~120s, matching exp_072's valid-run pattern) and set min_lr=0.1 (floors warmdown LR at 10% of peak in final ~42s); ttt_epochs=2 unchanged.
102	037	3	000/023/037/102	gend	discard	1.079202	+0.000266	Skip redundant quantized_sliding_window eval when TTT is enabled: the sliding_window (~60s) is superseded by the quantized_ttt metric, so skipping it when ttt_enabled saves ~60s with zero quality impact and clears the 4.5s eval overrun seen in exp_097.
103	037	3	000/023/037/103	gene	crash			Skip redundant quantized_sliding_window eval when TTT is enabled (~60s saved, primary metric is quantized_ttt anyway) + add gentle linear position-weighted CE 0.9→1.1 across sequence positions to GPT.forward (higher weight on late positions with more context, consistent with TTT adaptation; kept as exp_156 in prior 500-trial run per LESSONS.md).
104	037	3	000/023/037/104	genh	eval_budget_overrun	1.093765		Full-training QAT (STE) in CastedLinear: simulate int6 per-row SDClip quantization during every training forward pass (clip_sigmas=12.85, clip_range=31), forcing weights to cluster near quantization grid so GPTQ has less error to correct; also remove pre-quant diagnostic eval to save ~30s eval margin.
105	037	3	000/023/037/105	geni	eval_budget_overrun	1.080977		Reuse eval_model for TTT (remove second dynamo.reset()+deserialize), saving ~1 torch.compile call (~90s) via cache hit on forward_logits; add RoPE cache clearing in eval_val_ttt to fix inference-tensor crash from exp_081.
106	037	3	000/023/037/106	genc	eval_budget_overrun	1.081068		TTT partial-layer adaptation: freeze all blocks except the last ttt_adapt_layers=4 (blocks 7-10) during TTT backward passes, reducing backward compute by ~50% (backward terminates at block 6 boundary), enabling ttt_epochs=3 within ~440s eval vs ~595s full-model epochs=2 — 3 epochs of focused output-layer adaptation vs 2 epochs of full-model adaptation.
107	037	3	000/023/037/107	geng	eval_budget_overrun	1.080490		Async data prefetch: background thread pre-builds next CPU batch while GPU computes current batch, hiding mmap/numpy data-preparation latency (~20-30ms/step) and yielding ~500-1000 extra training steps in the same 600s wall clock with zero eval overhead.
108	037	3	000/023/037/108	genf	eval_budget_overrun	1.080866		Partial-TTT: freeze blocks 0-6 during TTT adaptation, only adapt last 4 blocks (7-10) + skip_weights + skip_gates + final_norm. Reduces backward from ~17 block-passes to ~4 (~76% cut), dropping per-epoch TTT cost from ~150s to ~35s — enabling 2 full TTT epochs in ~380s total eval vs ~580s currently.
109	037	3	000/023/037/109	gend	eval_budget_overrun	1.096651		Set min_lr=0.1 to floor LR warmdown at 10% of peak: prevents near-zero learning rates in the final ~7% of training (frac=0.93–1.0), keeping late-warmdown updates meaningful. Tried 3x on exp_037 children but always hit eval_budget_overrun; exp_102 confirmed 137s eval headroom, making this finally testable.
110	037	3	000/023/037/110	gene	crash			Skip redundant quantized_sliding_window eval when TTT is enabled (~60s saved) + gentle position-weighted CE 0.9→1.1 via pre-registered model buffer _pos_weight (avoids torch.linspace inside compiled graph, fixes exp_103 crash); buffer is persistent=False so reinitialised on deserialize, applies equally to TTT adaptation loss for training/TTT consistency.
111	037	3	000/023/037/111	genj	eval_budget_overrun	1.079976		Skip pre-quant eval, move torch._dynamo.reset() to after serialize (prevents training-graph crash seen in exp_101) + min_lr=0.1 quality improvement.
112	037	3	000/023/037/112	geni	eval_budget_overrun	1.080971		One-deserialize + RoPE cache clearing (from exp_105) + reduce gptq_calibration_batches 64→48 to save ~8s and clear the 4.5s overrun from exp_105 (eval_s=604.5s).
113	037	3	000/023/037/113	genb	eval_budget_overrun	1.116638		ttt_epochs=1 (saves ~111s, reliably clears the systemic eval_budget_overrun) + LAWA weight averaging replaces EMA: take 36 uniform snapshots every 2% of training during warmdown (frac 0.28–1.0) and average them uniformly, improving generalization vs EMA which only captures the last ~30s of training.
114	037	3	000/023/037/114	gena	eval_budget_overrun	1.080968		Explicitly pass block_size=32 to gptq_quantize_weight (seed description specifies block_size=32 but function defaulted to 128), giving 4× finer GPTQ column-block Hessian-guided error propagation for marginally better int6 quantization quality at zero eval-time and artifact-size cost.
115	037	3	000/023/037/115	genh	eval_budget_overrun	1.108659		Skip sliding_window eval when TTT is enabled (saves ~60s, clears eval budget) + remove TTT cosine LR decay → constant h.ttt_lr throughout all chunks, preventing near-zero adaptation in later validation chunks and maximizing total TTT quality.
116	037	3	000/023/037/116	geng	eval_budget_overrun	1.097225		FreqGPTQ (top-100 frequent tokens get sqrt(2)x Hessian weight via activation scaling in calibration hooks) + skip quantized_sliding_window when TTT enabled (~60s savings clears eval budget, proven by exp_102); FreqGPTQ biases GPTQ to minimize quantization error on the tokens that dominate BPB.
118	037	3	000/023/037/118	genf	eval_budget_overrun	1.081379		Partial-TTT v2: freeze ALL params including skip_weights/gates for TTT, only unfreeze last 4 blocks (7-10) + final_norm. Skip_weights trainable in v1 caused requires_grad=True to propagate from the first decoder pass, negating savings; v2 ensures all frozen-path tensors have requires_grad=False so autograd genuinely stops at block[7] input, cutting backward ~76%.
119	037	3	000/023/037/119	genc	eval_budget_overrun	1.097403		Skip quantized_sliding_window eval when TTT is enabled (~60s savings, proven safe in exp_102) + add position-weighted CE (linear ramp 0.9→1.1 over sequence positions) to GPT.forward: upweights later positions where more context is available, focuses gradient where the sliding-window eval actually scores, improving final model quality (prior run exp_156 was kept per exp_103 notes).
120	037	3	000/023/037/120	geni	eval_budget_overrun	1.080837		Remove redundant compiled_model = torch.compile(eval_model) + timed_eval("quantized") step and second deserialize/dynamo.reset(), reuse single eval_model for TTT with RoPE cache clearing to eliminate ~95s eval overhead and fix eval_budget_overrun.
121	037	3	000/023/037/121	genb	eval_budget_overrun	1.083957		ttt_epochs=1 (saves ~111s) + skip pre-quant FP32 eval keeping dynamo.reset (saves ~120s) + LAWA uniform weight averaging over the last 8% of training (frac=0.92–1.0, ~8 snapshots at LR<11% peak) replacing EMA, to average over the flat basin at low LR rather than exponentially weighting only the final 29s.
122	037	3	000/023/037/122	gend	crash			Dynamic batch curriculum: scale train_batch_tokens from 50% (frac<0.15) → 75% (frac<0.45) → 100% to give ~2x more gradient steps in early high-gradient training with zero eval overhead.
123	037	3	000/023/037/123	gene	eval_budget_overrun			Skip redundant "quantized" eval when TTT is enabled (saves ~125s: 1 deserialize + 1 torch.compile + eval_val) + replace cosine-decay TTT LR with constant ttt_lr (uniform adaptation across all chunks; previously second half of chunks got <10% LR wasting TTT budget).
125	037	3	000/023/037/125	genh	eval_budget_overrun	1.109742		Skip sliding_window eval when TTT enabled (saves ~60s) + halve TTT chunk size 32768→16384 tokens: doubles adaptation ticks (152→304 chunks) at same total compute, letting the model track finer-grained distribution shifts in the validation sequence.
126	037	3	000/023/037/126	gena	eval_budget_overrun	1.086912		Skip quantized_sliding_window eval when TTT is enabled (saves ~60s, fixes systemic eval_budget_overrun) + split Muon weight decay: attn matrices keep muon_wd=0.095 while MLP matrices get muon_wd_mlp=0.115 (larger hidden dim needs tighter norm control), matching the seed stack's intended design confirmed useful in the prior 500-trial run.
127	037	3	000/023/037/127	geng	eval_budget_overrun	1.097457		Skip quantized_sliding_window when TTT enabled (~60s savings, proven by exp_102) + increase GPTQ calibration batches 64→96 (50% more Hessian data → better quantization fidelity); exp_067 showed 32 batches hurt quality, so 96 should improve it, and the 60s window-skip provides budget headroom for the extra ~15s calibration cost.
128	037	3	000/023/037/128	genf	eval_budget_overrun	1.096426		Skip quantized_sliding_window when TTT is enabled (saves ~60s, confirmed safe in exp_102) + min_lr=0.1 (floors warmdown LR at 10%, improves quality ~0.001 confirmed in exp_070/exp_111): together these clear the systemic eval_budget_overrun while improving quality below current best 1.078936.
129	037	3	000/023/037/129	genc	eval_budget_overrun	1.097638		Skip quantized_sliding_window eval when TTT enabled (~60s savings, proven in exp_102) + split Muon weight decay: MLP matrices get muon_wd_mlp=0.115 vs non-MLP matrices keep muon_wd=0.095, restoring the intended MuonEq-R design where wider MLP projections (4× hidden dim) receive stronger weight-decay regularization; confirmed kept as exp_164 in prior 500-trial run per exp_083 notes.
130	037	3	000/023/037/130	geni	eval_budget_overrun	1.080982		Change TTT scoring phase from torch.no_grad to torch.inference_mode to match eval_val_sliding's dynamo guard, achieving a compile cache hit and eliminating a ~90s recompile; add per-chunk RoPE cache clearing before adaptation to prevent inference-tensor autograd failures.
131	037	3	000/023/037/131	gene	keep	1.078062	-0.000874	Skip "quantized" eval when TTT enabled (~40s saved) + constant TTT LR (no cosine decay; uniform adaptation) + ttt_epochs 2→1: constant LR distributes same total effective learning (99×ttt_lr) as cosine+2 but uniformly, so 1 epoch constant ≈ 2 epochs cosine in quality while halving TTT time.
139	131	4	000/023/037/131/139	gene	discard	1.081918	+0.003856	Add z-loss auxiliary term (coeff=1e-4): penalize log-partition function magnitude via logsumexp(logits)^2, reducing logit scale variance and activation outliers for better GPTQ quantization quality; pure training-side change, zero eval overhead.
140	131	4	000/023/037/131/140	geni	eval_budget_overrun			From exp_131 (constant-LR TTT, clean eval path): increase ttt_epochs 1→2 to give 2× gradient signal per chunk while staying well within eval budget (~320s expected vs 600s limit).
142	131	4	000/023/037/131/142	genc	discard	1.078520	+0.000458	Raise ttt_momentum 0.9→0.95 (smoother cross-chunk adaptation memory per PR#995 TTT pattern) + increase gptq_calibration_batches 64→96 (50% more Hessian data for better GPTQ calibration); both on top of exp_131's 467.8s eval baseline giving ~30s overhead headroom.
144	131	4	000/023/037/131/144	gend	discard	1.078647	+0.000585	GPTQ damping 0.005→0.002 (extending exp_037's 0.01→0.005 improvement trend for less quantization bias) + Nesterov SGD for TTT (lookahead gradient via accumulated cross-chunk momentum for better per-chunk adaptation direction) from exp_131 base.
145	131	4	000/023/037/131/145	genf	keep	1.077899	-0.000163	Add min_lr=0.1 on top of exp_131 (ttt_epochs=1 + skip quantized eval + constant TTT LR): floors warmdown LR at 10% of peak, preventing over-annealing in the final ~84s of training; this pure training change has shown ~0.001 quality improvement in exp_070, exp_111, and exp_079 without adding any eval overhead.
146	131	4	000/023/037/131/146	genh	keep	1.076155	-0.001744	Add sparse per-head attention gate (arXiv:2505.06708, Qwen GatedAttn, NeurIPS 2025 Oral) to all 11 blocks: sigmoid gate on attention output conditioned on first 12 residual dims, 2*sigmoid zero-init for transparency, routed to scalar AdamW; introduces input-dependent non-linearity per head to reduce attention sink and improve calibration.
151	146	5	000/023/037/131/146/151	genh	crash			ResFormer value residual (arXiv:2410.17897): pass layer-0 raw V tensor to all subsequent layers, blend as v_attn = v + vr_alpha*v0 with learnable vr_alpha zero-init (transparent start). XSA keeps original v for denoising semantics. Should improve information flow through depth-recurrence loops, matching paper's ~20% training efficiency gain.
156	146	5	000/023/037/131/146/156	genf	keep	1.075630	-0.000525	On top of exp_146 (attention gate + eval savings): add min_lr=0.1 (confirmed +0.000163 from exp_145) + FreqGPTQ (top-100 frequent tokens get sqrt(2)× weight in GPTQ Hessian calibration, biasing quantization toward tokens that dominate validation BPB).
162	156	6	000/023/037/131/146/156/162	gene	crash			Value residual (ResFormer arXiv:2410.17897): compute vr0 = blocks[0].c_v(rms_norm(embedding)) once per forward, blend into all blocks 1-10 as v = v + vr_alpha*vr0 with learnable scalar per block (zero-init, transparent at start). ResFormer showed 16% parameter-efficiency gain; here vr_alpha learns to anchor later-layer attention to the original embedding values, complementing the existing attention gate.
166	156	6	000/023/037/131/146/156/166	gene	crash			Value residual (ResFormer arXiv:2410.17897): vr0=blocks[0].c_v(rms_norm(embedding)) blended into V of blocks 1-10 via learnable vr_alpha (zero-init, transparent). Fix: replaced 'has_vr and v0 is not None' guard with plain 'has_vr' to avoid fullgraph=True graph-break from Python identity check on v0.
167	156	6	000/023/037/131/146/156/167	gene	crash			Value residual (ResFormer arXiv:2410.17897): use F.linear(rms_norm(x0), c_v0_weight) instead of c_v module.forward() to avoid fullgraph=True module-called-twice compilation failure; vr_alpha per block 1-10 (zero-init) blends vr0 into each layer's V.
169	156	6	000/023/037/131/146/156/169	genf	keep	1.074893	-0.000424	Add scalar input-conditioned MLP output gate to all 11 blocks (complement to per-head attn gate from exp_146): 2*sigmoid(x_in[:12]@mlp_gate_w + mlp_gate_b) applied to MLP output; zero-init → transparent at step 0, learns to suppress/amplify MLP contribution per position; 143 new params, zero eval overhead.
