exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	val_bpb	delta_vs_best	artifact_bytes	train_s	eval_s	total_s	job_name	snapshot_path	notes
010	2026-04-22T03:10:13Z	opt	005	005	opt	Cosine-cool Muon momentum during warmdown (0.99→0.92) in lockstep with the LR cosine curve — lets the trajectory oscillate symmetrically around the local minimum where EMA extracts its signal.	-0.0004	keep	1.078750	-0.000109	15992484	600.049000	713.951000	1423.000000	apg-opt-0009	snapshots/010_opt	Modifies muon_momentum_frac() only. During warmup (first 33%) behavior is unchanged: warmup_mult ramps 0→1 so momentum goes warmup_start(0.92)→muon_momentum(0.99). Stable phase (frac<1-warmdown_frac=0.28): warmup_mult=1, returns 1.0 → momentum=0.99 as before. Warmdown phase: multiplies warmup_mult(=1) by cosine_cooldown(x) where x∈[0,1] over the warmdown window; at end x=1, cooldown_mult=0 → frac_mm=0 → momentum=warmup_start=0.92. Update magnitude in Muon is lr*polar(g), which is already dominated by lr_mul→0 at tail; lowering momentum only changes DIRECTION (less stale inertia, more current-gradient-weighted), not magnitude. Complements exp_003 (wider EMA window) and exp_002 (cosine warmdown): all three schedule-shape wins stack conceptually. No new env vars, code delta ~13 lines, wallclock impact 0.
011	2026-04-22T03:10:58Z	tok	005	010	tok	Raise tied_embed_init_std 0.005→0.02 (GPT-2/NeoX standard) so tied embedding rows start at norm ~0.45 instead of ~0.11, giving initial logits enough magnitude to encode token identity without saturating softcap=30.	-0.0005	size_blocked	1.079792		16007228	600.101000	720.899000	1433.000000	apg-tok-0009		First trial in tok domain. Current 0.005 gives init-time logit std ~0.11 (effectively uniform softmax, CE≈log(8192)=9.01). 0.02 gives ~0.45 — meaningful token-identity signal but far below softcap=30's saturation zone. Tied_embed_lr=0.03 still adapts quickly from either start. RMS-norm after tok_emb lookup means the INPUT signal is scale-invariant, so this change cleanly affects only the output-logit init path. Single-literal edit, no structural/size impact; model bytes should drift by &lt;200 B after brotli-11.
012	2026-04-22T03:11:15Z	reg	005	010	reg	Input-token noise regularization: in train loop, replace 3% of input tokens per microstep with uniform-random vocab ids (targets unchanged) — word-dropout style implicit reg expected to flatten minima (better int6 GPTQ reconstruction) and reduce overconfidence (larger TTT adaptation signal).	-0.0005	size_blocked	1.086500		16005982	600.060000	720.940000	1436.000000	apg-reg-0009		First reg-domain trial in this tree. Baseline has strong WD (muon=0.095, embed=0.085, adam=0.02), grad_clip=0.3, logit_softcap=30, but zero dropout/stochastic-depth/data-level noise. Added INPUT_TOKEN_NOISE_PROB hyperparam (default 0.03) and injection block right after next_batch() in step_fn. torch.rand + torch.where; generated on-device, no host sync, no eval-path cost (noise only in train forward). Only y-targets are unchanged so the LM loss still scores ground-truth next-token prediction under corrupted context — classic AWD-LSTM word-dropout semantics. 3% chosen conservatively for the small-LM-underfit regime (vs typical 10-15% in larger-budget regimes).
013	2026-04-22T03:12:22Z	curr	005	010	curr	Mask CE loss on first 32 positions of each train sequence so gradient focuses on the high-context regime (≥1984 ctx) that dominates eval under sliding-window stride=64.	-0.0010	size_blocked	1.080840		16001538	600.106000	729.894000	1446.000000	apg-curr-0009		Only change: GPT.forward now computes CE with reduction='none', reshapes to (B,T), and returns nll[:, 32:].mean(). Motivation: at eval, virtually every scored token has ≥ context_size = seq_len - eval_stride = 1984 tokens of prior context (first window scores positions 0..31 but is ~1 window out of many thousand). Training currently loses ~1.5% of gradient budget to positions 0..31 whose prediction is dominated by unigram statistics. forward_logits is untouched, so eval_val_sliding / eval_val_ttt (primary metric path) still score all positions as before — the mask only changes the loss seen by model.forward during train-time SGD and TTT adaptation. Cost: one extra reshape, one slice, one mean — negligible vs an attention pass. Risk: if those early positions actually matter (e.g. seed the LM's unigram prior), val_bpb could drift up; at K=32 on T=2048 the fraction is small enough that worst case should be within ±0.001.
014	2026-04-22T03:13:07Z	ttt	005	010	ttt	Increase TTT inner-epoch count 3→4 per chunk: more SGD refinement per chunk under the same cosine-over-chunks LR and anchor-pullback regularization; adaptation cost per chunk is ~1 small batch per rank so +1 epoch adds only a handful of seconds across ~150 chunks, well within the eval budget.	-0.0015	keep	1.078472	-0.000278	15999344	600.056000	756.944000	1475.000000	apg-ttt-0009	snapshots/014_ttt	ttt domain has zero prior trials; ttt_epochs=3 was a default, never explored. Cosine-over-chunks LR decay and anchor coef 0.01 already cap drift, so the extra epoch should deepen per-chunk adaptation without destabilizing later-chunk scoring. Only change: the literal default on line 175 (ttt_epochs default 3→4). Env var TTT_EPOCHS not harness-injected, so default takes effect.
015	2026-04-22T03:13:35Z	meta	005	014	meta	Bump Muon momentum warmup START 0.92→0.94 to narrow the 0.92→0.99 ramp (typical Muon setups use 0.95), smoothing early high-LR updates without touching the already-tuned peak or ramp-fraction.	-0.0004	discard	1.080282	+0.001810	15994812	600.116000	718.884000	1437.000000	apg-meta-0009		"Only change: Hyperparameters.muon_momentum_warmup_start default 0.92→0.94 (line 152). Ramp structure preserved: still ramps over muon_momentum_warmup_fraction=0.22 of budget, still peaks at muon_momentum=0.99 before warmdown entry at frac=0.28. The starting value 0.92 has never been touched and is unusually low vs typical Muon configs (0.95). Narrowing start→peak range (7pt→5pt) gives more consistent high-momentum updates through the early high-LR exploration phase, aligning with the ""smoother averaging"" theme that won exp_002 (cosine warmdown) and exp_003 (EMA 0.998 widening), but applied to a previously untouched knob — avoiding the EMA-saturation trap exp_006 hit at 0.999. Zero param change, zero compile-topology change, zero size change. Single-line numeric edit. If this regresses, signal is that Muon benefits from noisier early updates (high variance, responsive gradients) and the 0.92 start is tuned as intended."
016	2026-04-22T03:14:35Z	quant	005	014	quant	Reduce GPTQ Hessian damping from 0.01 → 0.003 (×3.3 less ridge) so H_inv better reflects true second-order curvature, improving off-diagonal error compensation; affects only error propagation (not scale/clip/bits), so artifact bytes are unchanged.	-0.0015	discard	1.078826	+0.000354	15995944	600.037000	725.963000	1450.000000	apg-quan-0009		Rebased to exp_005. Only change: damp = 0.003 * H.diag().mean() (was 0.01). Rationale: GPTQ's original 0.01 is conservative for noisy Hessians from limited calibration; modern low-bit quant (QUIP, SpQR) uses 0.001-0.005. With 64 calibration batches (real run) the Hessian is well-posed, so the 1% ridge over-damps and weakens the off-diagonal error-compensation term Err @ Hinv. Lower damping → more faithful H_inv → better per-column correction of quant noise in later columns. Size-safe: int code range, per-row scale, and bit width are all unchanged, so compressed bytes should be within noise of exp_005. Avoids the size-blocked trap that hit both exp_004 (per-row MinMSE) and exp_008 (per-layer α-grid) — both of which tightened effective quantization and grew code entropy.
017	2026-04-22T03:15:51Z	eval	005	014	eval	Increase TTT epochs per chunk 3→4: more per-chunk SGD steps let the model adapt more thoroughly on early/high-LR chunks (cosine decay across chunks means late chunks already have small LR), improving scoring of subsequent chunks. Score-first order preserves legality.	-0.0012	keep	1.078059	-0.000413	15997973	600.048000	757.952000	1475.000000	apg-eval-0009	snapshots/017_eval	Only change: ttt_epochs default 3 → 4 on line 175. No envvar collision (harness doesn't set TTT_EPOCHS). Score-first in eval_val_ttt is unchanged, so legality holds: scoring on chunk i uses weights adapted only on chunks 0..i-1. Grad clip 1.0 + momentum 0.9 + cosine LR schedule per chunk should keep the extra epoch stable. Eval-time cost: +33% of TTT adaptation fwd+bwd, which is a minority of total eval wall (scoring dominates); should fit well within the 600s eval cap.
018	2026-04-22T03:17:01Z	arch	005	017	arch	Add learnable per-channel gain to attn_norm and mlp_norm RMSNorms (LLaMA-style weighted RMSNorm) in every Block; final_norm left weightless since it's absorbable into the tied head.	-0.0005	discard	1.083816	+0.005757	15869182	600.127000	739.873000	1457.000000	apg-arch-0009		Baseline uses weightless RMSNorm (F.rms_norm without weight). Standard LLM arch uses learnable gain. For attn_norm: gain on x_in before c_q/c_k/c_v — Q and K get re-RMSNormed so gain is absorbed there, but on V path it's absorbable into c_v weights yet trains via AdamW/scalar_lr rather than Muon, giving different dynamics. For mlp_norm: SwiGLU silu(w_gate(x))*w_up(x) is non-linear in input scale, so a tied per-channel row-scaling on both w_gate and w_up is a constrained reparameterization the Muon-trained linears can't easily learn at the scalar LR. Cost: 11*2*512=11264 fp32 params; stored as fp16 passthrough in GPTQ (~22KB raw, ~12-15KB after brotli). Well within ~180KB headroom. Only mutates RMSNorm class and Block norm construction; attn forward and mlp forward unchanged. Keeps attn_scale, mlp_scale, resid_mix intact. final_norm left as RMSNorm() since (a) gain there is linearly absorbable into the lm_head/tied tok_emb (truly redundant) and (b) final_norm lives outside base_model.blocks so adding a weight would create an unoptimized param.
019	2026-04-22T03:41:46Z	tok	010	017	tok	Equi-row-norm (sphere) init for tied tok_emb: every vocab row starts with identical L2 norm = std*sqrt(d), preserving total mass (compression-neutral vs Gaussian) while eliminating the heavy-tail near-zero rows that under-receive gradient for rare tokens.	-0.0005	discard	1.079662	+0.001603	15992920	600.068000	713.932000	1423.000000	apg-tok-0017		Current best (exp_010) inits tok_emb ~ N(0, 0.005²); under a 8192×512 Gaussian, ~6% of rows have norm < 0.75 * expected (very rare tokens start near-zero logit direction, get tiny gradient in 20-step warmup). Structural change (NOT a magnitude change like exp_011 which was size_blocked at std=0.02): normalize each row and rescale to the SAME expected Gaussian magnitude target_row_norm = 0.005*sqrt(512) ≈ 0.113. Total Frobenius norm ≈ identical → GPTQ int8 + brotli compression profile should track baseline, avoiding size_blocked. Input path is unchanged (F.rms_norm immediately after tok_emb wipes per-row magnitude); effect is purely on the tied output head's initial logit uniformity. Expected: marginally better rare-token fit during first ~500 steps propagating to slightly lower final bpb.
020	2026-04-22T04:21:09Z	quant	017	017	quant	Post-GPTQ per-row MSE-optimal scale refinement: given fixed int6 codes Q, replace heuristic s=clip_sigmas*row_std/clip_range with closed-form s*=<w,q>/<q,q> per row. Size-neutral (codes unchanged → brotli input unchanged).	-0.0008	harness_abort							apg-quan-0020		At clip_sigmas=12.85 most int6 codes cluster in [-3,+3] far from ±31 rail, so the heuristic scale is biased high for reconstruction. Closed-form per-row LS scale minimizes ||w-s*q||^2 exactly. Differs from exp_004/008 α-grid attempts which changed clip_sigmas *before* GPTQ (altering codes → entropy up → size_blocked). Here int codes are frozen and only the per-row FP16 scale tensor is updated — identical shape, identical brotli input, identical artifact bytes. [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
021	2026-04-22T04:21:14Z	opt	017	017	opt	Extend exp_010 warmdown cosine-cooling to Adam beta2 (0.95→0.90), same frac_mm shape as beta1 (0.9→0.85) — shrinks 2nd-moment window from ~20 to ~10 steps in the low-LR tail so per-param Adam scaling tracks the refined end-of-training noise profile alongside beta1.	-0.0006	harness_abort							apg-opt-0020		Single-line schedule added next to existing adam_beta1 line. betas tuple now carries scheduled (beta1, beta2) each step across optimizer_tok (tok_emb AdamW) and optimizer_scalar (scalar AdamW); optimizer_head is None under tied embeddings. Interpolation `(1-frac_mm)*0.90 + frac_mm*h.beta2` uses the same frac_mm used for Muon momentum and beta1 — ramps up during warmup (first 33% wallclock), stays at h.beta2=0.95 in the middle, cosine-cools to 0.90 across the 72% warmdown. Rationale: stale v̂ estimate in the low-LR tail mismatches the shifted noise profile just like stale m̂ does (exp_010's rationale). Size impact: trivial (~200 code bytes). No envvar collision (BETA2 only consulted at init; mutation happens in-loop per step). [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
022	2026-04-22T04:21:14Z	meta	017	017	meta	Shorten warmdown_frac 0.72→0.65 to reclaim ~7% of the budget as peak-LR learning (28%→35%) while the EMA tail (half-life ~346 steps) still covers the ~2960-step warmdown by many half-lives.	-0.0002	harness_abort							apg-meta-0020		Meta axis shift away from momentum/EMA ramp tweaks (exp_003/006/015 all touched those). Only change: Hyperparameters.warmdown_frac default 0.72→0.65. Still linear LR decay — cosine warmdown (exp_002) is not in the current best chain. With ema_decay=0.998 (tail-heavy), shortening warmdown gives ~230 more peak-LR steps at negligible cost to averaging quality. [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
023	2026-04-22T04:21:18Z	tok	017	017	tok	Add a learnable per-vocab logit bias (8192 fp16-passthrough scalars) to the tied softmax so the frequency-prior signal lives in a dedicated parameter instead of being co-encoded into tied tok_emb rows.	-0.002	harness_abort							apg-tok-0020		Added self.logit_bias = nn.Parameter(zeros(vocab_size, fp32)) in GPT.__init__ (right after logit_scale), adds it to logits before the softcap tanh, and registers it in Optimizers.scalar_params so it trains via scalar AdamW (same LR as logit_scale). Zero-init ⇒ init forward matches baseline exactly. The bias is 8192 * 4 = 32 KB fp32 in memory but passes through GPTQ as fp16 (numel ≤ 65536), so raw persisted = 16 KB; brotli on a low-entropy frequency prior should compress to ≈4–8 KB. Headroom vs 16 MB cap was ~180 KB, comfortably covering this. Pre-run code_bytes went from 21.8 KB to 21.9 KB. Rationale: with tied embeddings, tok_emb rows are simultaneously input lookup vectors and output classifier vectors. Any mass dedicated to log p(token) (the ~log 8192 unconditional spread across vocab) has to be represented in the same rows that also carry semantic direction; a separate additive bias decouples these. Known to help small tied-embedding LMs; novel in this tree's tok-domain history (exp_011 raised init_std — size_blocked; exp_019 used sphere init — worse). [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
024	2026-04-22T04:21:19Z	eval	017	017	eval	Reduce sliding-window eval_stride 48→32: every scored token sees 2016 tokens of context (was 2000), improving scoring fidelity in both eval_val_sliding and TTT score-first passes without changing the training step cost.	-0.0003	harness_abort							apg-eval-0020		Only change: Hyperparameters.eval_stride default 48→32 (line 160). Rationale: context_size = seq_len - stride, so min context per scored token goes 2000→2016 (+0.8% context). Stride is never set by the harness (INIT.md harness-managed env list does NOT include EVAL_STRIDE), so changing the default takes effect. Cost: ~1.5× more windows in eval_val_sliding and in TTT's score-first pass; TTT training (per-chunk SGD on chunk_seqs = ttt_chunk_tokens // seq_len) is unaffected since it's token-based, not window-based. First eval-domain stride mutation in this tree. [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
025	2026-04-22T04:21:19Z	curr	017	017	curr	Reduce overlapping-sample stride from seq_len//2 to seq_len//4 in ShuffledSequenceLoader._reset_shard: each token is supervised at 4 positions-in-window per epoch (quartile context depths) instead of 2, doubling context-length diversity with zero per-step compute cost and no loss-semantics change.	-0.0005	harness_abort							apg-curr-0020		One-line change: stride = self.seq_len // 2 → self.seq_len // 4 (and updated comment). Rationale vs prior curr trial (exp_013, size_blocked from first-32-position CE masking): this preserves loss semantics everywhere — it only adds more overlapping windows to the sampling pool — so weight-distribution entropy should stay compression-friendly and avoid a post-run size_block. Under the 600s wallclock cap, the start-index pool per shard is 2× larger, so less cycling and more batch-level variety. Risk: 4-way overlap means a given target token may appear in multiple near-contemporaneous batches with highly correlated prefixes, mildly increasing redundancy. [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
026	2026-04-22T04:21:24Z	loss	017	017	loss	Anneal label smoothing in lockstep with lr_scale: eps=0.02 during warmup/main training, linearly decays to 0 across the warmdown window so EMA/SWA converges on sharp logits (better GPTQ argmax preservation and sharper TTT start) while early training keeps the baseline regularization.	-0.0008	harness_abort							apg-loss-0020		Baseline uses fixed F.cross_entropy(label_smoothing=0.02). Edit adds LABEL_SMOOTHING_MAX hyper (default 0.02), a non-persistent 0-dim buffer `label_smoothing_eps` on GPT, and a manual CE (log_softmax + gather + uniform term) so eps can be a live tensor. step_fn writes base_model.label_smoothing_eps.fill_(h.label_smoothing_max * lr_scale) each step → eps is 0.02 while lr_scale=1.0 (warmup + pre-warmdown) and decays 0.02→0 across the 72% warmdown. Persistent=False means the buffer isn't in state_dict so warmup-state restore doesn't touch it. Only prior loss trial was exp_009 (z-loss, failed); this is a schedule on an existing loss term rather than a new term. [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
027	2026-04-22T04:21:33Z	ttt	017	017	ttt	Halve TTT anchor coefficient 0.01→0.005: with ttt_epochs now 4 (exp_017), each chunk takes 33% more SGD steps than the 3-epoch design, making the anchor term α(p−p0) relatively stronger and over-throttling useful drift — relaxing lets the cosine-over-chunks LR schedule own regularization on its own.	-0.00030	harness_abort							apg-ttt-0020		"Only change: line 178 default 0.01 → 0.005. ttt_lr/ttt_momentum/ttt_chunk_tokens/ttt_epochs unchanged. Rationale: (a) anchor_coef was never explored — single knob in TTT code; (b) exp_017 (3→4 epochs) kept with -0.000413 delta, validating ""more adaptation"" direction. Anchor term is applied after all_reduce with coef scaled by (p-p0); over ~150 chunks with 4 SGD steps/chunk, drift is compounded enough that 0.01 is a strong brake. 0.005 still provides meaningful pullback (cos_lr decay toward 0 on late chunks combined with coef*(p-p0) still stabilizes). Risk: if drift was actually harmful and anchor was correctly pinning, this regresses — but the score-first protocol means drift only affects FUTURE chunks, not current one's eval. [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]"
028	2026-04-22T04:21:34Z	arch	017	017	arch	Restrict Exclusive-Self-Attention to top 5 decoder layers only (xsa_last_n 11→5): removes XSA's V-direction subtraction from encoder layers (0-2) and looped layers (3-5, each fired 3× under depth recurrence), letting early/middle attention retain full value signal while keeping XSA where feature decorrelation helps most.	-0.0005	harness_abort							apg-arch-0020		Single-line change: Hyperparameters.xsa_last_n default 11→5. XSA subtracts F.normalize(v)·y projection from attention output each call; in the recurrence setup blocks[3..5] get XSA applied on every loop iteration (encoder pass + 3 decoder passes = up to 4× XSA on looped blocks' y), which may over-suppress self-referential attention content. xsa_last_n is an untested axis — every prior trial inherited =11. With num_layers=11, the new value places XSA on blocks 6,7,8,9,10 — exactly the parallel-residual post-loop tail where decorrelating attn and mlp branches matters most. No param-count change; tiny compute saving (XSA off on 6 of 11 blocks). Rebased from best=exp_017. [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
029	2026-04-22T04:35:26Z	meta	017	017	meta	Widen Muon momentum warmup fraction 0.33→0.45: delays reaching peak 0.99 momentum so more of the peak-LR phase runs at sub-peak momentum, giving smoother 2nd-moment buildup — the symmetric move vs exp_015's discarded ramp-narrowing (start 0.92→0.94), orthogonal to exp_010's warmdown cosine-cool of momentum.	-0.0004	harness_abort							apg-meta-0029		Only change: MUON_MOMENTUM_WARMUP_FRACTION default 0.33→0.45 (line 154). No code-bytes growth, no model-bytes growth (purely a schedule scalar). Axis untouched by prior meta trials — exp_003/006 touched EMA decay, exp_015 touched the ramp START (narrower ramp, failed), exp_022 touched warmdown_frac (crashed with 020–026 cohort). Rationale: under 72% warmdown the momentum trajectory is never stably pinned at 0.99 — the stream is warmup (0→0.33) → brief peak → warmdown cool (0.28→1.0); widening warmup to 0.45 overlaps the cool more and trades peak dwell for smoother ramp. Note on risk: exp_015's failure at the symmetric narrow direction is weak but present evidence that the current ramp timing isn't the local optimum; EV modest (-0.0004). [QUARANTINED 2026-04-22T08:19:36Z: supervisor-synth failed after internal CLI name-cache miss; job_id-based poll fallback added post-hoc.]
