exp_id	parent_exp	depth	path	specialist	status	val_bpb	delta_vs_best	hypothesis
063	017	3	000/005/017/063	meta	harness_abort			Narrow Muon momentum warmup fraction 0.33→0.22 (documented default, unexplored narrowing direction): momentum reaches peak 0.99 ~33% faster, giving more of the 28% peak-LR window to peak-momentum Muon updates.
064	017	3	000/005/017/064	ttt	harness_abort			Reset SGD momentum buffers at each TTT chunk boundary (optimizer.state.clear() after cos_lr set) so cross-chunk stale direction (momentum=0.95 has ~20-step memory) no longer undoes the cosine LR decay across chunks; within-chunk acceleration is preserved.
065	017	3	000/005/017/065	opt	harness_abort			Decouple Muon weight decay from LR scaling: scale wd by 1/max(lr_scale,0.1) so shrinkage (1-lr*wd) stays pinned at peak throughout the 72% cosine warmdown.
066	017	3	000/005/017/066	loss	discard	1.082221	+0.004162	Mask first 64 training-loss positions via ignore_index=-100 to align train CE with eval's sliding-window stride=64 distribution (where scored tokens have ≥1984 tokens of context).
067	017	3	000/005/017/067	curr	discard	1.078349	+0.000290	Stratified shard sampling within each batch: use shard-draw sampling without replacement (distinct shards per batch when possible) instead of i.i.d. proportional draws, to reduce per-batch gradient variance via stratification.
068	017	3	000/005/017/068	meta	discard	1.078453	+0.000394	Raise Adam β2 0.95→0.98 (tok/head/scalar AdamW): smoother 2nd-moment denominator benefits the sparse-gradient tied tok_emb (8192 rows under LR=0.03 where β2=0.95 gives only ~13-step half-life per rare-row), with minimal impact on dense scalar params.
069	017	3	000/005/017/069	tok	discard	1.081108	+0.003049	Raise embed_wd 0.085→0.11 (≈+30%): stronger weight decay on the 4.2M-param tied tok_emb matrix shrinks per-row magnitudes during the 72% warmdown, yielding both byte headroom (GPTQ scale grid tightens on homogeneous rows) and mild regularization on the dominant over-parameterized tensor.
070	017	3	000/005/017/070	loss	harness_abort			Per-token CE loss winsorization at 3× batch mean — zero gradient contribution from the ~1-3% outlier tokens (cap detached via torch.no_grad) to reduce SGD variance without reshaping the CE target distribution, distinct from all 6 prior loss-domain trials which deformed the objective.
071	017	3	000/005/017/071	quant	harness_abort			Double GPTQ calibration batches 64→128: halves Hessian estimator variance so error-propagation in the GPTQ inner loop tracks true curvature more accurately, yielding cleaner int6 codes without changing scales, shapes, or artifact size.
072	017	3	000/005/017/072	eval	harness_abort			Apply T=0.97 temperature sharpening to eval scoring logits (both sliding and TTT) only — compensates for GPTQ int6 noise that flattens the predictive distribution; exp_044 showed T=1.05 (softer) costs +0.0026, motivating the opposite direction.
073	017	3	000/005/017/073	ttt	harness_abort			Raise ttt_lr 0.005 → 0.0065 (+30%) — continues the "more adaptation" direction (which worked on the epochs 3→4 axis for exp_014/017) on the fully unexplored LR axis.
074	017	3	000/005/017/074	arch	harness_abort			Add learnable per-head attention output gain (o_gain, init=1.0, shape [num_heads]) applied to attention output before proj — symmetric to per-head q_gain but on the output side; gives scalar AdamW a fast-moving per-head path for reweighting head contributions that is gauge-equivalent at init but training-separable from the Muon-orthogonalized proj matrix.
075	017	3	000/005/017/075	opt	discard	1.079326	+0.001267	Lower AdamW beta1 0.9→0.8 (nanoGPT-speedrun default) for tok_emb/lm_head/scalar optimizers — faster first-moment tracking (~5-step vs ~10-step EMA of gradients) better matches the compact ~1800-step 600s budget where loss-landscape curvature changes rapidly; Muon is untouched.
076	017	3	000/005/017/076	curr	harness_abort			Train-eval stride alignment: reduce training-sample stride from seq_len to seq_len-eval_stride (2048→1984) so each 64-token overlap region is seen once at deep context (pos ≥1984) and once at shallow context (pos ≤63) — mirroring eval's sliding-window-64 scoring pattern, at only ~3% token duplication vs exp_047's 50%.
077	017	3	000/005/017/077	reg	harness_abort			Raise muon_wd 0.095 to 0.115 (+21%) to shrink matrix weights more aggressively: tighter L2 equilibrium both sharpens int6 quantization (smaller weights, less clip-sigma error) and provides gentle regularization on the most-redundant param bucket — an unexplored WD direction after exp_041's embed_wd cut went size_blocked and all prior reg attempts (dropout/noise) hurt this under-fit model</hypothesis> <parameter name="notes">Single-line constant change: Hyperparameters.muon_wd default 0.095 to 0.115 (line 163). All 5 prior reg trials were dropout/noise (040 MLP-drop +0.0098 bad; 050 resid-drop +0.0022 bad; 012 token-noise size_blocked; 033 NEFTune crash; 062 adam_wd=0 crash) — confirms under-fit regime where signal-removing regularizers hurt. WD-bump on matrix params is the orthogonal direction: shrinks weights (size-safe vs exp_041's LOWER embed_wd, size_blocked) and tightens the int6 quant distribution without removing training signal. Muon applies p.data.mul_(1 - lr*wd) so shrinkage naturally scales with the cosine LR warmdown; only the equilibrium weight-norm shifts.
078	017	3	000/005/017/078	curr	harness_abort			Mask CE loss on first 4 training positions (where context is &lt;4 tokens and gradient is context-starved/noisy) via ignore_index=-100 applied inside ShuffledSequenceLoader; TTT/eval unaffected since they bypass this loader
079	017	3	000/005/017/079	arch	harness_abort			Initialize resid_mix[1] from 0.0 to 0.1 so every block gets a direct embedding-stream injection from step 0.
080	017	3	000/005/017/080	loss	harness_abort			Add deep-supervision auxiliary CE (α=0.1) from the encoder→decoder boundary tap via tied tok_emb — zero-byte, training-only gradient shortcut to the encoder stack.
081	017	3	000/005/017/081	tok	harness_abort			Raise tied_embed_lr 0.03→0.038 (+27%): first trial to tune this completely-unexplored tok knob. exp_069 (raise embed_wd→+0.003 worse) and exp_041 (lower embed_wd→size_blocked) together triangulate the tied matrix at a tight optimum where constraint hurts but slack size-blocks — raising LR lets the dual-role tied matrix develop more discriminative output-head rows via gradient pull while AdamW's LR-coupled WD proportionally tightens shrinkage per step, keeping row-entropy bounded.
082	017	3	000/005/017/082	reg	harness_abort			Lower adam_wd 0.02 to 0.008 (-60%) on the scalar-param optimizer: q_gain (init 5.25), attn_scale/mlp_scale (init 1.0), resid_mix[0] (init 1.0), skip_gates all have non-zero structural initializations that zero-anchored weight decay actively corrupts.
083	017	3	000/005/017/083	meta	harness_abort			Apply exp_003's proven EMA decay 0.9965→0.998 to the exp_017 branch: exp_003 kept Δ=-0.000776 on the baseline path but was never combined with exp_005's rope_dims=32 lineage that exp_017 descends from — pairing two independent kept wins.
084	017	3	000/005/017/084	ttt	harness_abort			Within-chunk linear LR decay across TTT epochs (1.25x→0.75x, mean-preserving): front-loads the largest step on epoch 0 when the gradient is freshest w.r.t. chunk data, then polishes with smaller steps to reduce chunk-level overfitting at epoch 4.
085	017	3	000/005/017/085	eval	harness_abort			Reduce eval sliding-window stride 64→48: each scored token gets +8 avg context tokens (2024.5 vs 2016.5), boosting prediction quality at modest (1.33×) extra eval compute.
086	017	3	000/005/017/086	quant	harness_abort			Lower matrix_clip_sigmas 12.85→10.0: int6 step size shrinks ~22% (0.204σ→0.159σ per level), reducing round-to-nearest error on the bulk of weights while clipping only >10σ tails GPTQ can partially compensate; Q distribution also concentrates so byte-shuffle brotli packs tighter (size-safe).
088	017	3	000/005/017/088	opt	keep	1.076944	-0.001115	Shrink muon_momentum_warmup_fraction 0.33→0.22 so Muon momentum reaches peak 0.99 BEFORE warmdown begins at frac=0.28, giving the peak-LR phase a real peak-momentum window instead of still-ramping momentum colliding with exp_010's cool-during-warmdown coupling.
094	088	4	000/005/017/088/094	opt	discard	1.077966	+0.001022	Lower Muon peak momentum from 0.99 to 0.97.
098	088	4	000/005/017/088/098	arch	discard	1.078843	+0.001899	Remove the three unconditional F.rms_norm post-norms on attn_out/mlp_out in Block.forward (NormFormer OFF): learnable per-channel attn_scale/mlp_scale plus the next block's pre-RMSNorm make the unit-RMS constraint redundant, and freeing the output magnitude lets scales modulate across a wider dynamic range.
100	088	4	000/005/017/088/100	meta	discard	1.078989	+0.002045	Re-apply exp_003's kept EMA decay 0.9965→0.998 on top of exp_088 — sibling-branch winner (-0.000776 in isolation) never combined with the current best lineage.
101	088	4	000/005/017/088/101	ttt	eval_budget_overrun	1.078598		Loosen TTT gradient clip norm 1.0→2.0 to pass more signal through on informative chunks; with ttt_epochs=4, mom=0.9, ttt_lr=0.005 giving tightly-bounded per-step moves, 1.0 was likely over-constraining rare-but-useful large-gradient updates.
103	088	4	000/005/017/088/103	eval	discard	1.077838	+0.000894	Lower TTT SGD momentum 0.9→0.5: with only ~4 SGD steps per val chunk, mom=0.9 carries ~60% stale velocity from previous chunks' heterogeneous gradients; lower momentum lets each chunk's adaptation track its own distribution more locally.
104	088	4	000/005/017/088/104	reg	discard	1.080328	+0.003384	Inject LR-coupled gaussian noise (σ=0.003*lr_scale) into the post-Newton-Schulz Muon update — classical Neelakantan 2015 gradient-noise regularizer applied to the orthogonalized matrix update, auto-decaying to 0 through the 72% warmdown tail.
105	088	4	000/005/017/088/105	opt	eval_budget_overrun	1.079099		Lower adam_eps 1e-8 → 1e-10 (nanoGPT-speedrun canonical): smaller preconditioner denominator gives proportionally larger effective updates for low-second-moment parameters — most pronounced for rare-tail tok_emb rows under AdamW.
106	088	4	000/005/017/088/106	meta	discard	1.078567	+0.001623	Lower muon_momentum_warmup_start 0.92→0.90 on exp_088 baseline: widens the Muon momentum ramp range from 7pt (0.92→0.99) to 9pt (0.90→0.99) inside the compressed 22% warmup window, giving noisier/more-responsive early updates; mirror test of exp_015 (0.92→0.94 discard +0.00181, whose post-hoc signal was that Muon benefits from responsive early momentum).
107	088	4	000/005/017/088/107	arch	size_blocked	1.088497		All-parallel residual (PARALLEL_RESIDUAL_START 7→0): every block runs attn and MLP in parallel off the same pre-residual input (GPT-J/PaLM style) instead of the hybrid where only layers 7-10 are parallel.
108	088	4	000/005/017/088/108	quant	keep	1.076865	-0.000079	Shrink GPTQ block_size 128→64 for finer error propagation (2× more error-update events per matrix, each with a better-conditioned 64×64 Hinv block) — theory says lower quantization error at zero entropy/size cost since scales remain per-row and int6 code distribution is unchanged.
115	108	5	000/005/017/088/108/115	quant	discard	1.077062	+0.000197	Shrink GPTQ block_size 64→32 on exp_108: monotonic extension of the confirmed 128→64 winning direction — 2× more error-propagation events per matrix (16 vs 8 for 512-col weights) with smaller better-conditioned 32×32 Hinv sub-blocks.
119	108	5	000/005/017/088/108/119	meta	discard	1.080676	+0.003811	Revive exp_003's proven EMA_DECAY 0.9965→0.998 on exp_108's lineage — the exp_088/108 sub-tree forks from exp_005, bypassing exp_003's kept change, so 0.998 is absent from current baseline.
120	108	5	000/005/017/088/108/120	opt	discard	1.156336	+0.079471	Disable Nesterov look-ahead in Muon: with momentum=0.99 + MuonEq-R row-norm, Nesterov's g+0.99*buf quantity is ~99% momentum-dominated, so NS orthogonalizes a doubly-amplified momentum vector; vanilla momentum orthogonalizes the true EMA-smoothed gradient (buf) for a cleaner rotation-consistent update.
121	108	5	000/005/017/088/108/121	arch	discard	1.077588	+0.000723	Re-apply exp_005's kept rope_dims 16 to 32 on the exp_108 snapshot which still carries rope_dims=16, compounding exp_005's proven gain with the later quant wins.
122	108	5	000/005/017/088/108/122	curr	discard	1.078255	+0.001390	Remove per-rank shard stripe (all_files[rank::world_size] → all_files): every rank now samples from the full shard pool, widening per-rank shard-origin diversity ~world_size× and eliminating the systematic per-rank topic/style bias; per-rank PCG64(rank) seeding keeps independent sampling.
123	108	5	000/005/017/088/108/123	ttt	eval_budget_overrun	1.078876		Shrink TTT training mini-batch 32→1 (scoring stays at 32): with chunk=65536/seq_len=2048/world=8 there are only ~4 seqs per rank per chunk, so batch_seqs=32 collapses to ONE optimizer step per epoch — shrinking to 1 gives 4× more SGD updates per chunk (16 vs 4) at identical FLOPs, enabling actual per-chunk convergence.
124	108	5	000/005/017/088/108/124	loss	discard	1.299998	+0.223133	Fixed-cap per-token CE winsorization at 7.0 nats: torch.clamp(ce, max=7.0).mean() zeros gradient from the extreme tail (~0.1-1% of tokens at steady state) to damp SGD variance from structurally unpredictable tokens (encoding garbage, random URL slugs).
125	108	5	000/005/017/088/108/125	quant	discard	1.077204	+0.000339	GPTQ column ordering: importance-weighted (||W[:,c]||² · H_cc) descending instead of pure activation-order (H_cc), better ranking columns by their contribution to output variance under the GPTQ quadratic loss.
126	108	5	000/005/017/088/108/126	meta	discard	1.077164	+0.000299	BETA2 0.95→0.97 for the two AdamW groups (tied tok_emb + scalars: QK-gains, LN scales, skip gates/weights) — extends second-moment EMA half-life ~14→22 steps, an untouched knob across 120+ prior trials.
