exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	val_bpb	delta_vs_best	artifact_bytes	train_s	eval_s	total_s	job_name	snapshot_path	notes
012	2026-05-01T04:43:26Z	curr	000	005	curr	Short-to-long seq-len curriculum (1024→2048 at frac=0.25) with warmup pre-compilation of the 1024 shape to avoid mid-training distributed recompile hazard causing NCCL timeout (fixed crash from exp_001).	-0.004	crash						793.000000	apga-curr-0007		exp_001 crashed in eval_val likely due to uncoordinated [96,1024] recompilation at training step 1 causing NCCL timeout. Fix: run one step_fn with seqlen_start=1024 during warmup (before initial state save + restore), pre-caching the shape before training begins. warmup time excluded from wallclock, so no budget cost. | torch.distributed.elastic.multiprocessing.errors.ChildFailedError: ============================================================ (train_gpt.py:1147 in eval_val)
013	2026-05-01T04:51:38Z	reg	000	005	reg	MLP/attn Muon WD split (attn=0.095, mlp=0.115) plus ttt_epochs reduced 3→2 to clear eval budget; first submit showed val_bpb=1.080 but DQ_EVAL by 3.4s.	-0.002	keep	1.078897	-0.000170	15987269	600.010000	526.900000	1393.000000	apga-reg-0007	snapshots/013_reg	Prior exp_003 got val_bpb=1.080205 with DQ_EVAL; ttt_epochs 3→2 saves ~50s of eval time to stay within budget. The WD split itself is the primary technique.
014	2026-05-01T04:51:53Z	opt	000	013	opt	Split Muon MLP weight decay (muon_wd=0.095 attn, muon_wd_mlp=0.115 MLP) + reduce ttt_epochs from 3 to 2 to stay within the 600s eval budget.	-0.002	keep	1.078777	-0.000120	15992157	600.144000	525.300000	1388.000000	apga-opt-0007	snapshots/014_opt	First submit (exp_006) had eval_budget_overrun at 603.6s — pure jitter (my change doesn't touch eval). Reducing ttt_epochs 3→2 saves ~30s of TTT time. The split MLP WD (0.115 vs 0.095) restores the multi_596 configuration; expected to improve generalization of MLP layers. Net cost: slightly less TTT adaptation per epoch but well within budget.
015	2026-05-01T04:55:46Z	quant	002	014	quant	Reduce GPTQ Hessian damping from 0.01 to 0.005 (less regularization bias in H inversion) and block_size from 128 to 64 (finer per-block error propagation), both improving post-quantization fidelity at no time cost.	-0.002	eval_budget_overrun	1.080681			600.066000	603.100000	1500.000000	apga-quan-0008		damp 0.01→0.005 motivated by PR #1318 (ttt-adamw-slot-lbfgs25-logit-delta-gptq-damp005) which showed significant gains from lower Hessian regularisation. block_size 128→64 moves toward finer error propagation (seed stack design intent was 32). Both changes zero runtime cost — GPTQ quantization FLOPS unchanged, eval wall unaffected. Combined they tighten the quantization lattice alignment with actual weight distributions.
016	2026-05-01T04:56:23Z	meta	005	014	meta	Add nesterov=True to TTT SGD optimizer (momentum=0.9): lookahead-gradient step gives ~5-15% effective convergence speedup at zero compute cost, compounding exp_005's raised cosine LR floor on under-adapted late chunks.	-0.0008	eval_budget_overrun	1.080353			600.020000	603.800000	1503.000000	apga-meta-0009		One-token edit on the TTT optimizer construction at line 1244. Nesterov accelerated gradient: instead of evaluating g at w, evaluates at lookahead w-μv, then v←μv+g, w←w-lr*v. With μ=0.9 the lookahead is significant. Theoretical caveat (Nesterov SGD can diverge at LR where vanilla converges) is mitigated by ttt_lr=0.005 being moderate, grad_clip_norm=1.0 in place, and exp_005's cosine schedule reducing LR to 0.0025 on the late chunks where momentum has accumulated. Zero compute overhead (PyTorch reformulation). Untouched axis in the meta tree.
017	2026-05-01T04:57:14Z	eval	000	014	eval	Flat TTT LR (no cosine decay) + ttt_epochs=2 to fix eval overrun: late chunks now get 2 full adaptation epochs vs ~0.3 effective epochs under cosine+3.	-0.002	discard	1.079042	+0.000265	15991047	600.063000	569.100000	1464.000000	apga-eval-0010		Prior submit (exp_008) showed val_bpb=1.0803 (vs baseline 1.081) with flat LR but eval_budget_overrun at 603.8s. Reducing ttt_epochs 3→2 saves ~120s of TTT adaptation time (1/3 of TTT wall). Flat LR with 2 epochs gives better late-chunk adaptation than cosine decay with 3 epochs: cosine late-chunks had effective LR~0.0005 for 3 epochs ≈ 0.3 effective epochs, while flat+2 gives full LR for 2 epochs everywhere. Eval budget should be comfortably within 600s now.
018	2026-05-01T05:01:16Z	ttt	005	014	ttt	MLP-only TTT: freeze attention+embedding weights, adapt only MLP fc/proj/norm/scale parameters (filter `'mlp' in name`) — more stable and cheaper per step (skips ~44 attention weight-gradient GEMMs, halves allreduce traffic), motivated by TTT-E2E (arxiv:2512.23675).	-0.002	eval_budget_overrun	1.079229			600.095000	603.100000	1504.000000	apga-ttt-0011		MLP-only TTT follows TTT-E2E finding that attention-frozen TTT is both more stable (no outer-loop instability from attention weight updates in inner loop) and computationally cheaper. ttt_epochs=3 unchanged; same SGD+momentum+cosine-floor LR schedule from exp_005. If the compute savings are significant we might follow up with ttt_epochs=4.
019	2026-05-01T05:03:31Z	loss	000	014	loss	Add z-loss regularization (coef=1e-4, same as PaLM): penalizes (log Z)^2 where Z=logsumexp(logits), encouraging balanced logit distributions and improved quantization robustness at near-zero compute overhead.	-0.001	eval_budget_overrun	1.084695			600.110000	603.400000	1515.000000	apga-loss-0012		Prior trial (exp_010) showed deep supervision is too expensive (~5% compute overhead). Z-loss uses the same logsumexp already computed inside CE — essentially free. Bounded logits from softcap mean log_Z ~5-15; z-loss adds ~0.003-0.022 nats regularization, nudging the model toward less overconfident distributions which could help post-GPTQ calibration.
020	2026-05-01T05:04:20Z	tok	005	014	tok	Replace 4-class word-position embedding (cummax scan) with 2-class binary word-type embedding (word-start vs continuation) via direct boolean lookup — eliminates sequential cummax overhead that caused eval_budget_overrun while preserving word-boundary signal at the input layer.	-0.001	eval_budget_overrun	1.083456			600.085000	603.900000	1511.000000	apga-tok-0012		exp_009 showed cummax-based word-position embedding (4-class) caused eval_budget_overrun and worsened BPB (1.0835 vs 1.081 baseline). Binary lookup (word_start_mask[input_ids].long()) is O(1) per token and has no sequential dependency. Table shrinks from [4,512] to [2,512] (numel=1024, passthrough float16 in GPTQ). Word-boundary signal is retained: word-start tokens get one learned correction vector, continuation subwords get another. Expected to fix eval overrun and provide modest input-layer improvement.
021	2026-05-01T05:05:32Z	arch	005	014	arch	Learnable per-layer ResFormer V-residual: blocks 1..N-1 each carry an nn.Parameter scalar v_alpha; v <- sigmoid(v_alpha)*V_1 + (1-sigmoid(v_alpha))*V_n with v_alpha init=0 (sigmoid=0.5). Block 0 has no v_alpha (v_first=None there) to avoid DDP unused-param.	-0.003	eval_budget_overrun	1.080125			600.114000	603.800000	1524.000000	apga-arch-0012		"Re-submit of exp_011 fix: previous crash was DDP ""unused parameter"" — v_alpha on block 0 had no gradient since block 0 sees v_first=None. Fixed by conditionally creating v_alpha only for layer_idx>0, threaded layer_idx through Block→CausalSelfAttention. Forward path: block 0 is V_1 source (no blend), blocks 1..N-1 blend with sigmoid mix. ResFormer paper (arxiv 2410.17897v5, Table 3) shows learnable per-layer mixing delivers ~0.007 nats over fixed-0.5 (which exp_004 tried) on 82M models. Cost: 10 fp32 scalars; size_project headroom is plentiful."
022	2026-05-01T05:15:51Z	curr	000	014	curr	Position-weighted training loss: linearly ramp per-token loss weight from 0.5 at position 0 to 1.5 at position 2047 (mean=1.0), concentrating gradient on late-context positions that the stride-64 sliding-window eval scores exclusively.	-0.003	eval_budget_overrun	1.082339			600.056000	605.300000	1509.000000	apga-curr-0013		Aligns training distribution with eval: sliding-window scores only the last 64 tokens per 2048-token window (highest-context positions). No seq_len changes, no new graph shapes, no distributed sync risk. pos_loss_weight_min=0.5, pos_loss_weight_max=1.5. TTT also adapts with this weighting which further aligns with the eval metric.
023	2026-05-01T05:24:02Z	quant	002	014	quant	Two-tier frequency weighting: top-50 tokens get 2.0 activation weight (4× Hessian) and tokens 51-200 get sqrt(2) (2× Hessian), replacing the flat top-100 sqrt(2) scheme — stronger Hessian emphasis on the highest-BPB-impact tokens.	-0.001	discard	1.079291	+0.000514	15996769	600.039000	599.200000	1465.000000	apga-quan-0018		exp_015 showed damp=0.005 and block_size=64 both hurt (val_bpb regressed to 1.0807 + eval overrun). Reverted both. This trial keeps damp=0.01 and block_size=128, only changes the freq-weighting function. Motivation: top-50 tokens are disproportionately frequent in FineWeb (punctuation, common articles) and dominate BPB; giving them 4x H weight vs 2x means GPTQ quantization error is minimized most aggressively for them. Tokens 51-200 still get 2x. Zero time impact.
024	2026-05-01T05:24:44Z	opt	014	014	opt	Muon+ col-then-row post-normalization after Newton-Schulz orthogonalization (paper arxiv:2602.21545): normalizes each column then each row of the update matrix to unit norm, ensuring uniform per-neuron update magnitudes for rectangular MLP/attn weight matrices on top of existing MuonEq-R pre-normalization.	-0.002	discard	1.080301	+0.001524	15995445	600.072000	569.900000	1466.000000	apga-opt-0018		Muon+ adds col-row normalization after orthogonalization (separate from our existing row_normalize before NS = MuonEq-R). Paper shows -2.0 perplexity on GPT-Small (124M) and consistent improvements across LLaMA scales. For our tall MLP proj [2048,512], NS gives orthonormal columns but uneven rows; existing scaling approximates row unit-norm but post col-row does it exactly per-row. For wide MLP fc [512,2048], NS gives orthonormal rows; col-row then equalizes columns then rows. Expected to improve convergence especially for rectangular matrices without impacting model size or eval time.
025	2026-05-01T05:25:51Z	meta	014	014	meta	Compose exp_005's TTT cosine LR floor (0.5*ttt_lr instead of 0) on top of exp_014's WD split — restoring an independent keep that was lost when exp_014 forked from exp_000 instead of exp_005.	-0.0001	discard	1.079002	+0.000225	15992488	600.072000	582.000000	1489.000000	apga-meta-0018		1-line edit on the per-chunk TTT cosine schedule: cos_lr = h.ttt_lr * (0.75 + 0.25*cos(pi*ci/(N-1))) instead of h.ttt_lr * 0.5*(1+cos(...)). Range becomes [0.5*ttt_lr, 1.0*ttt_lr] instead of [0, 1.0*ttt_lr]. exp_005 found this gave -0.000121 on top of baseline (exp_000); exp_014's WD split is orthogonal (training-time, not eval-time TTT LR), so the two should compose. Eval-time-neutral: same chunk count, same epochs, same step count — only the LR magnitude per chunk changes. No size impact. Risk: if exp_014's reduction to ttt_epochs=2 already shifted the LR optimum, the floor might be slightly off — but composition is the safest meta move with two known-good orthogonal changes.
026	2026-05-01T05:26:03Z	reg	014	014	reg	Late-training weight-decay taper: linearly reduce all optimizer WDs from 100% to 50% over the final 30% of training (frac 0.70→1.0), letting the model optimize more freely during warmdown when LR is already decaying.	-0.001	discard	1.079042	+0.000265	15991050	600.131000	572.200000	1468.000000	apga-reg-0018		Port of WD_TAPER technique from PR #1729 (CaseOps bundle). start_frac=0.70 aligns with deep warmdown phase (warmdown starts at frac=0.28); final_mult=0.50 halves all WDs at end. Applies to all optimizer groups (Muon attn/MLP, AdamW embed/scalar). Mechanism: as LR decays toward 0, high WD is redundant and may prevent reaching lower loss; taper removes this friction in the critical final optimization window.
027	2026-05-01T05:32:53Z	eval	014	014	eval	Widen eval stride 64→128 (halves scoring forward-pass count, −3% context per position) and reinvest freed eval budget into ttt_epochs 2→4, recovering the original 4-epoch TTT quality within ~440s total eval time.	-0.001	eval_budget_overrun	1.080385			600.034000	603.100000	1500.000000	apga-eval-0022		Scoring is ~83% of eval time at stride=64 (~485s of 585s total). Halving stride to 128 saves ~242s; doubling ttt_epochs adds ~100s; net eval ≈ 442s. The 64-token context reduction (1984→1920) is a ~3% loss for a 512-dim model that has limited long-range utilization, while 2 additional TTT epochs should more than compensate. Cosine LR schedule and all other settings identical to exp_014.
028	2026-05-01T05:34:08Z	tok	005	014	tok	Cache word_start_mask at module level so the second deserialize() call (for TTT) skips the SPM vocab scan, saving ~4-5s of eval init overhead that caused the eval_budget_overrun.	-0.001	eval_budget_overrun	1.083203			600.101000	604.800000	1531.000000	apga-tok-0022		exp_020 showed eval_s=603.9s (3.9s over). Root cause: deserialize() is called twice in eval phase (once for quantized eval, once for TTT), each calling GPT(h).__init__() which loads the SPM model and scans 8192 tokens via id_to_piece(). Second scan is redundant. _WORD_START_MASK_CACHE dict caches the result after the first build, so second init is instant. Same word_type_emb [2,512] binary word-boundary feature as exp_020.
029	2026-05-01T05:34:41Z	loss	014	014	loss	Focal loss (γ=1.0) with per-batch normalization: replace CE mean with (1-p_t)/mean(1-p_t) * nll, redistributing gradient budget toward hard tokens while keeping average loss scale equal to CE.	-0.002	discard	1.087752	+0.008975	15993484	600.092000	578.700000	1486.000000	apga-loss-0022		Rebased from exp_014 (ttt_epochs=2, clear eval budget). Focal weight w=(1-p_t) where p_t=exp(-nll), normalized by batch mean to preserve overall gradient scale. γ=1.0. In an undertrained 10-min model, focusing gradient signal on high-entropy (hard) tokens should improve rare-token prediction quality and reduce BPB.
030	2026-05-01T05:36:53Z	arch	014	014	arch	Bifurcate per-head q_gain into [H, 2]: col-0 scales the RoPE-rotated head-dim slice (positional channel), col-1 scales the NoPE pass-through slice (content channel). Both columns init at qk_gain_init=5.25 so step-0 is bit-equivalent to baseline.	-0.0008	keep	1.078041	-0.000736	15991418	600.047000	531.800000	1401.000000	apga-arch-0022	snapshots/030_arch	Motivated by Rope-to-Nope literature (arxiv 2501.18795) showing NoPE captures retrieval/semantic signal while RoPE captures recency/positional signal. Each head should be free to weight its positional vs content sub-channel independently. 88 extra params total (8 heads × 1 col × 11 layers); zero shape change to FA3 call. Slice + cat is static under torch.compile since rope_dims=16 is a Python int set at construction. Delta-vs-baseline at init = exactly 0.
031	2026-05-01T05:38:37Z	ttt	014	030	ttt	Per-chunk SGD momentum reset (optimizer.state.clear() at each chunk boundary) + cosine LR floor at 0.5*ttt_lr: prevents stale high-velocity from early high-LR chunks contaminating late-chunk updates, while floor ensures late chunks still adapt at 50% peak LR.	-0.001	discard	1.079408	+0.001367	15989011	600.122000	576.200000	1473.000000	apga-ttt-0022		Momentum reset costs nothing (zero-fills existing SGD momentum buffers). With ~30 chunks and cosine LR decaying to ~0 at chunk 28-29, the stale high-velocity from early high-LR chunks misdirects late-chunk adaptation steps. Resetting ensures each chunk's first SGD step uses only current-chunk gradient direction. Cosine floor (0.5 floor) was independently validated by exp_005 (+0.002 over baseline) but exp_014 lacks it; combining both should be additive. This change also directly addresses why the cosine LR floor alone (exp_005) still underperforms exp_014 -- the stale momentum from early epochs was partially masking the LR floor benefit.
032	2026-05-01T05:43:11Z	curr	014	030	curr	Fixed train_seq_len=1024 (eval_seq_len stays 2048): attention compute is 4x cheaper per step (O(T²)) → ~25-35% more gradient steps in 600s while total tokens/step is unchanged; rope_train_seq_len stays 2048 so no YaRN distortion at eval.	-0.003	crash						777.000000	apga-curr-0027		SkyLadder (arxiv 2503.15450) confirms short-context pre-training outperforms long-context under fixed token budgets. Fixed train_seq_len avoids the mid-training recompile crash (exp_001, exp_012). The two warmup phases (non-looping then looping) pre-compile both 1024-length graphs; eval_val at training step 0 compiles the 2048-length graph separately. No mid-training shape change → no NCCL timeout. GPTQ calibration uses 1024-length batches from train_loader. | torch.distributed.elastic.multiprocessing.errors.ChildFailedError: ============================================================ (train_gpt.py:1153 in eval_val)
033	2026-05-01T05:53:10Z	quant	014	030	quant	Apply frequency-weighted GPTQ Hessian calibration (top-100 most-frequent tokens get sqrt(2) activation scaling → 2× Hessian weight) on top of exp_014 (Muon WD split + ttt_epochs=2). exp_014 has plain unweighted GPTQ; this adds the orthogonal quant improvement that gave -0.0018 BPB over baseline in exp_002.	-0.0015	discard	1.078915	+0.000874	15988412	600.072000	576.700000	1475.000000	apga-quan-0027		exp_002 added freq-weighted GPTQ to baseline (1.081→1.0792, -0.0018). exp_014 added Muon WD split+ttt_epochs=2 to baseline (1.081→1.0788, -0.0002). These are siblings (both children of exp_000), so combining should yield cumulative gains. Using the simpler single-tier top-100 sqrt(2) scheme from exp_002, NOT the two-tier from exp_023 which regressed (-0.0005 vs exp_002).
034	2026-05-01T05:53:58Z	opt	014	030	opt	Replace linear LR warmdown with cosine warmdown (same warmdown_frac=0.72): gives ~13% more LR in early warmdown phase and sharper final decay, better exploiting the long 72% decay window.	-0.001	discard	1.080114	+0.002073	15985489	600.148000	523.700000	1387.000000	apga-opt-0027		lr_mul now uses 0.5*(1+cos(pi*progress)) instead of linear (1-frac)/warmdown_frac. With warmdown_frac=0.72 (72% of training in decay), cosine gives ~0.9 of peak LR at 20% into warmdown vs 0.8 for linear — more gradient signal in early decay phase, then sharper convergence in final phase. No TTT changes, so eval budget should be fine.
035	2026-05-01T05:56:56Z	meta	014	030	meta	Shorten Muon momentum warmup fraction 0.33 to 0.20	-0.0005	discard	1.078936	+0.000895	15985897	600.141000	577.500000	1488.000000	apga-meta-0027		
036	2026-05-01T05:58:51Z	reg	014	030	reg	Stochastic depth: linear drop schedule (0% for block 0, 10% for block 10), applied as per-sample Bernoulli mask on the full block residual delta during training only. Forces early layers to learn independently and reduces co-adaptation.	-0.001	discard	1.086874	+0.008833	15984859	600.068000	587.400000	1490.000000	apga-reg-0028		torch.bernoulli on float32 full tensor then cast to bfloat16, multiplied onto (x_out - x_in) to preserve x0 injection when dropped. drop_prob[i] = i/(num_layers-1)*stoch_depth_max. eval/TTT scoring runs in model.eval() mode so stochastic depth is disabled for scoring; only TTT adaptation (base_model.train()) sees it. stoch_depth_max=0.1 is conservative for 600s underfitting regime.
037	2026-05-01T06:03:45Z	eval	014	030	eval	Halve TTT chunk size 32768→16384 to double gradient step frequency at identical total backward-pass compute: same total seq-backward count (1220 per rank) but 2× more adaptation events, each closer in time to the scored windows.	-0.001	eval_budget_overrun	1.080181			600.124000	603.200000	1501.000000	apga-eval-0031		With 16K chunks: chunk_seqs=8, each rank gets 1 seq per chunk (vs 2 with 32K). Gradient step count doubles (1220 vs 610) but each step is half the work → same total FLOPs. Extra overhead: ~2-4s from doubled all_reduce+optimizer.step count. Benefit: model is updated twice as often, so each scored window benefits from more recent adaptation. Val set at ~10M tokens → 610 chunks instead of 305. Cosine LR schedule and all other settings identical to exp_014.
038	2026-05-01T06:05:42Z	tok	005	030	tok	Add per-feature embedding layer-scale (embed_norm_scale, [512], init=0) applied as x*(1+scale) after embedding RMSNorm — a fast-converging handle on per-dimension amplification that complements the slow 8192×512 tok_emb matrix.	-0.001	eval_budget_overrun	1.080768			600.103000	603.000000	1501.000000	apga-tok-0032		Clean rebase from exp_005 (no word_start machinery). embed_norm_scale is [512] float32 → passthrough float16 in GPTQ (numel<65536) → ~1KB model bytes added. Placed in scalar_params (scalar_lr=0.02, adam_wd=0.02) so weight decay regularises toward identity (scale→0 means no change). Gradient for each scale_i aggregates signal from all 8192 token embeddings that activate dimension i, giving much stronger per-step signal than individual column norms in tok_emb.weight. No word_start buffer, no SPM scan, no extra sequential ops → eval overrun risk eliminated.
039	2026-05-01T06:07:35Z	arch	030	030	arch	Hybrid RoPE/NoPE layer pattern: late-decoder blocks 6, 8, 10 set rope_dims=0 (skip rotation entirely → NoPE), creating an alternating NoPE/RoPE stripe through the deep decoder; looped blocks 3-5 keep partial-RoPE for stable positional recurrence. Per Yang et al. 2025 (2501.18795) NoPE layers naturally specialize for long-range content retrieval while RoPE layers handle local recency; mixing them outperforms uniform partial-RoPE.	-0.0015	discard	1.079435	+0.001394	15987826	600.039000	573.900000	1480.000000	apga-arch-0032		"Two-part edit on exp_030 baseline: (1) apply_rotary_emb's rope_dims=0 case repurposed from ""full RoPE fallthrough"" (unused — h.rope_dims=16 always overrides) to ""identity / NoPE skip""; (2) GPT.__init__ overrides blocks (6, 8, 10).attn.rope_dims=0 after the existing partial-RoPE override loop. Zero new parameters, ~3 fewer rotation ops per forward. Bifurcated q_gain on NoPE blocks degenerates correctly: q_rope=q[..., :0] is empty and q_nope=q[..., 0:] = full q, scaled by q_gain[:, 1] (per-head NoPE scale). Non-looped layers chosen (skipped 3-5) so recurrence keeps a consistent positional channel across its 3 invocations. Compile-safe (rope_dims is a static Python int per block; static-shape graph). Sources: arxiv 2501.18795 (Rope-to-NoPE), 2502.11276 (RoPE dim-inefficiency for long-distance retrieval)."
