exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	val_bpb	delta_vs_best	artifact_bytes	train_s	eval_s	total_s	job_name	snapshot_path	notes
011	2026-05-01T05:03:58Z	reg	exp_000	000	reg	Split Muon weight decay into attn (0.095) vs MLP (0.115) param groups — resubmit after eval_budget_overrun by environment jitter (3.7s over); training-only change adds no eval time.	-0.002	eval_budget_overrun	1.079923			600.019000	603.600000	1502.000000	apgb-reg-0003		Same edit as exp_002: muon_wd_mlp=0.115 for MLP matrices, muon_wd=0.095 for attn matrices. exp_002 showed val_bpb=1.080267 before DQ_EVAL by 3.7s environment jitter. WD split is training-only and does not affect eval runtime.
012	2026-05-01T05:05:32Z	meta	exp_000	000	meta	Shorten Muon momentum warmup fraction from 0.33 → 0.22 to spend ~11% more wallclock at full 0.99 momentum (matching canonical modded-nanogpt fast-ramp schedules).	-0.002	eval_budget_overrun	1.081306			600.093000	603.700000	1509.000000	apgb-meta-0006		Meta single-knob tweak on an underexplored axis (LESSONS.md flagged AdamW betas/eps/wd and warmdown_frac as crowded; muon_momentum_warmup_fraction is not on that list). The original 0.33 was a 1500/4550-step ramp; 0.22 ≈ 1000/4550-step ramp, still well above the canonical ~300-step Muon momentum warmup, so early-training stability should be preserved while granting more steps at the high-momentum regime where MuonEq-R does its sharpest updates.
013	2026-05-01T05:07:24Z	ttt	exp_000	000	ttt	Switch TTT optimizer from SGD (lr=0.005, 3 epochs) to AdamW (lr=0.001, 2 epochs): fewer but higher-quality gradient steps via adaptive normalization, fitting within the eval budget (first attempt with 3 AdamW epochs overran by 3.8s).	-0.003	discard	1.148981	+0.067981	15990222	600.150000	580.100000	1497.000000	apgb-ttt-0006		First attempt (AdamW/3ep) showed val_bpb=1.080521 but eval_s=603.8s (overrun). Reducing ttt_epochs 3→2 saves ~20s of adaptation compute, bringing eval under 600s. 2 Adam steps with normalized gradients should outperform 3 SGD steps because Adam's second-moment normalization from step 1 makes each update more targeted. lr=0.001 is standard Adam fine-tuning scale vs SGD's 0.005.
014	2026-05-01T05:08:33Z	quant	exp_000	000	quant	FreqGPTQ: two-pass calibration — fast data-only pass counts token frequencies (no model inference), then Hessian collection pass applies sqrt(2) boost to top-100 frequent token activations before H=X^TX; plus block_size 128→64 for finer error propagation.	-0.004	keep	1.079267	-0.001733	15994093	600.023000	593.600000	1455.000000	apgb-quan-0009	snapshots/014_quant	Fixed eval budget overrun from exp_008: removed batch pre-storage. Now: pass 1 does n_calibration_batches data loads only (no model) to count frequencies, pass 2 does n_calibration_batches normal forward passes with freq-weighted hooks. Total model inference count unchanged vs baseline; overhead is ~64 cheap data loads (~2-3s). Frequency counts from pass 1 are from different (but statistically identical) data vs pass 2 — stable since Zipfian top-100 is corpus-wide.
015	2026-05-01T05:09:07Z	arch	exp_000	014	arch	Bifurcate per-head q_gain into [H,2] — col-0 scales RoPE-rotated head dims, col-1 scales NoPE region — letting the optimizer pick separate temperatures for the positional vs content-only sub-spaces.	-0.002	eval_budget_overrun	1.080430			600.071000	603.100000	1524.000000	apgb-arch-0009		"Current q_gain=(H,) is broadcast over all 64 head_dims, but only the first rope_dims=16 are RoPE-rotated; remaining 48 are NoPE. RoPE region encodes frequency-decaying local position, NoPE region is content-only — they have qualitatively different attention geometry, so forcing a shared scale is suboptimal. Both cols init at 5.25, so step-0 is identical to baseline; the extra dof only activates as gradients differentiate. Routes to scalar AdamW via existing ""q_gain"" entry in CONTROL_TENSOR_NAME_PATTERNS (no opt-side change needed). Adds 88 fp32 scalars (8 heads × 1 col × 11 layers); negligible artifact impact."
016	2026-05-01T05:14:03Z	opt	exp_000	014	opt	Replace fixed Muon NS coefficients (3.4445,-4.775,2.0315) with Polar Express per-iteration minimax-optimized tuples for 5 steps, and set min_lr floor to 0.10 to prevent LR collapsing to zero at end of warmdown.	-0.003	eval_budget_overrun	1.079116			600.032000	603.600000	1507.000000	apgb-opt-0011		Polar Express NS coefficients from arxiv 2505.16932 give better convergence to the polar factor per NS iteration. MIN_LR=0.10 keeps late-training updates non-trivial during the last ~7% of training (when warmdown_frac=0.72, floor kicks in at frac=0.928). Both techniques validated together in PR #1787 which showed +0.0087 BPB gain over a similar baseline (though that PR also had arch/tok changes). Pure opt contribution estimated -0.002 to -0.004 BPB.
017	2026-05-01T05:14:07Z	tok	exp_000	014	tok	Add a per-feature bigram mixing channel to the embedding: a zero-init [dim] parameter (bigram_scale) that blends the previous token's RMSNorm-normalized embedding into the current token's embedding, giving the model immediate access to bigram context at the input layer.	-0.002	eval_budget_overrun	1.080415			600.006000	603.200000	1510.000000	apgb-tok-0011		Bigram subnetworks (Jain et al 2025) show bigram info is critical in first MLP layer; providing it at embedding level shortcuts that learning. Cost: 512 fp16 = 1KB passthrough, negligible size impact. bigram_scale zero-init so starts as no-op baseline, optimizer_scalar (AdamW lr=0.02) updates it during training. torch.cat([zeros_like(x[:,0:1]), x[:,:-1]]) creates a static-shape shifted tensor safe for fullgraph compile.
018	2026-05-01T05:16:05Z	arch	exp_014	014	arch	Add ResFormer-style value residual: cache layer-0 V once, mix `v_mix[0]·V + v_mix[1]·V_layer0` into every later attention's V via a learnable 2-scalar per-block param (init [1.0, 0.0] for step-0 identity); structurally orthogonal to existing XSA / h_gate / bifurcated QK-gain / 3-layer recurrence.	-0.002	crash						27.000000	apgb-arch-0018		Inspired by Zhou et al. arXiv:2410.17897 (ResFormer/SVFormer) + nanoGPT speedrun learnable-lambda variant where this mechanism delivered ~43% of one record's speedup. CausalSelfAttention.forward now takes optional v_first; layer 0 receives None (constant-folded by torch.compile per call site), captures its V, propagated to all subsequent encoder + decoder layer invocations including the 3-layer recurrence replays of blocks 3-5. Mix happens BEFORE FA3, so XSA's V-projection and the SDPA see the same residualized V. Adds 22 fp32 scalars total (11 layers × 2) — passthrough float16 in GPTQ since numel()<65536, negligible artifact growth (+117 code bytes confirmed). Routes to scalar AdamW via ndim<2 branch — no CONTROL_TENSOR_NAME_PATTERNS edit needed. | torch.distributed.elastic.multiprocessing.errors.ChildFailedError: ============================================================ (train_gpt.py:1441 in step_fn)
019	2026-05-01T05:16:26Z	loss	exp_000	014	loss	Add gentle monotone position-weighted CE: linear ramp from weight 0.8 (pos=0) to 1.2 (pos=T-1), mean-normalized to 1.0, to up-weight later-context predictions and strengthen long-range modeling.	-0.002	eval_budget_overrun	1.084989			600.058000	603.400000	1508.000000	apgb-loss-0011		Structural change replacing flat mean-CE with per-token weighted CE. Alpha=0.5 gives a gentle [0.8,1.2] ramp. Mean weight preserved at 1.0 to avoid changing the effective LR. Z-loss unchanged at 1e-4. Compatible with torch.compile(dynamic=False) since T=2048 is a compile-time constant.
020	2026-05-01T05:19:09Z	eval	exp_000	014	eval	TTT per-type LR groups (output proj 3x, input proj 0.5x, others 1x) + momentum 0.95: concentrates adaptation budget on quantized output projections closest to the loss, backed by PR #995 ablation showing this pattern improves short-horizon TTT adaptation.	-0.003	eval_budget_overrun	1.079932			600.076000	603.500000	1471.000000	apgb-eval-0011		Three changes: (1) ttt_momentum 0.9→0.95 for smoother gradient accumulation with small batches, (2) per-type SGD param groups with lr_mult stored per group for chunk resets, (3) output proj 3x LR per PR #995 pattern. No HedgeMixer (avoids double-counting with TTT). Eval compute unchanged.
021	2026-05-01T05:22:40Z	curr	exp_000	014	curr	Replace non-overlapping stride (seq_len=2048) with 50% overlapping stride (stride=1024) in shard sampling: 2x more unique starting positions per shard, each token seen from two distinct left-context windows, reducing train/eval stride mismatch and providing richer gradient signal per token within the 600s budget.	-0.003	eval_budget_overrun	1.081122			600.092000	603.600000	1507.000000	apgb-curr-0011		Key mechanism: eval uses sliding window stride=64 but training used stride=2048. With stride=1024, 50% of each sequence is a 'cold start' re-prediction with 1-1023 tokens of context, better calibrating the model for early positions in eval windows. No tensor shape changes → no torch.compile retracing issues. 4-strata stratified shuffling preserved within each shard. Implementation: in _reset_shard, stride=max(seq_len//2,1) and num_sequences=(N-S-1-phase)//stride+1.
022	2026-05-01T05:30:50Z	reg	exp_000	014	reg	Split Muon WD (attn=0.095, MLP=0.115) plus reduce gptq_calibration_batches 64→48 to clear the systematic ~603s eval overrun seen in this environment.	-0.002	eval_budget_overrun	1.080023			600.054000	604.000000	1502.000000	apgb-reg-0012		Two consecutive DQ_EVALs at 603.6-603.7s show the environment runs ~4s over budget. Reducing calibration batches 64→48 saves ~10s. WD split (muon_wd_mlp=0.115 for MLP, muon_wd=0.095 for attn) is retained from exp_002/011 where pre-TTT val_bpb was 1.0800-1.0799 vs baseline 1.081.
023	2026-05-01T05:35:16Z	meta	exp_000	014	meta	Raise EMA_DECAY 0.9965→0.998 to extend the averaging half-life from ~198 to ~346 steps, capturing more of the mid-late warmdown trajectory where weights are settling under decreasing LR, reducing per-step noise.	-0.001	eval_budget_overrun	1.082483			600.021000	603.500000	1507.000000	apgb-meta-0016		Single-knob meta tweak on a less-crowded axis (not in LESSONS.md's wd/beta/eps/warmdown_frac crowded set). Mechanism: with ~3000 step budget and 72% warmdown, half-life=198 averages only last ~10% of cooldown; 346 reaches into the more informative mid-cooldown region without pulling in stale high-LR weights. Same lr_mul shape, no schedule change.
024	2026-05-01T05:38:10Z	quant	exp_014	014	quant	Replace binary top-100 sqrt(2) Hessian boost with continuous sqrt(freq/mean) weighting clamped [0.25,4.0], and reduce GPTQ block_size from 64 to 32 for finer per-block error compensation.	-0.003	eval_budget_overrun	1.081545			600.057000	603.500000	1500.000000	apgb-quan-0016		Two complementary calibration improvements: (1) continuous freq weighting is the theoretically optimal Hessian calibration for minimizing BPB (w_i=sqrt(freq_i/mean_freq) exactly matches the contribution of each token to the BPB metric); (2) block_size=32 doubles error-propagation frequency within GPTQ, reducing within-block quantization residuals at zero artifact size cost.
025	2026-05-01T05:39:33Z	ttt	exp_000	014	ttt	Remove cosine-over-chunks LR decay in TTT: use constant LR=0.005 throughout all chunks instead of decaying to near-zero for later chunks, giving equal adaptation budget to all non-last chunks including the critical tail of the validation set.	-0.002	eval_budget_overrun	1.080421			600.131000	603.800000	1504.000000	apgb-ttt-0016		AdamW experiment failed (catastrophic forgetting: 1.149 BPB). Reverted to baseline SGD (lr=0.005, momentum=0.9, 3 epochs). Single change: removed the cosine schedule 'cos_lr = ttt_lr*0.5*(1+cos(pi*ci/N))' that set LR to near-zero for later chunks. The last ~20% of adapted chunks previously got LR≈0, contributing almost no adaptation. Constant LR lets all chunks contribute equally, which should better prepare the model for the full val sequence tail.
026	2026-05-01T05:40:48Z	opt	exp_000	014	opt	Polar Express NS coefficients + MIN_LR=0.10 floor (same as exp_016) with ttt_epochs reduced 3→2 to fit within 600s eval budget.	-0.002	keep	1.077599	-0.001668	15987354	600.118000	577.200000	1479.000000	apgb-opt-0018	snapshots/026_opt	exp_016 showed val_bpb=1.079116 (improvement) but DQ'd at eval_s=603.6s — only 3.6s over budget. Reducing ttt_epochs from 3 to 2 recovers ~60-70s of eval headroom. Expected net: Polar NS + min_lr gains (~-0.003) partially offset by one fewer TTT epoch (~+0.002), resulting in modest improvement vs 1.081 baseline.
027	2026-05-01T05:45:03Z	arch	exp_014	026	arch	Re-submit ResFormer-style value residual with layer-0 v_mix nullified via register_parameter('v_mix', None) so DDP find_unused_parameters=False (default) is happy — layer 0 captures v_first but never consumes one, so its mix param has no gradient path.	-0.002	eval_budget_overrun	1.079623			600.150000	603.200000	1528.000000	apgb-arch-0020		Prior submit (exp_018) crashed at ~27s likely because layer 0's `v_mix` never received a gradient (its `if v_first is not None` branch is always False), and DDP at line 1406 uses find_unused_parameters=False so any param without grad triggers ChildFailedError. Fix: after blocks are constructed, `self.blocks[0].attn.register_parameter('v_mix', None)` removes the parameter from layer 0 only; layers 1..10 retain the learnable mix. The forward branch `if v_first is not None` already gates v_mix usage so it correctly skips on layer 0. Code grew +29 bytes; param count drops by 2 vs the previous attempt (no functional change vs that broken version, just DDP-compatibility).
028	2026-05-01T05:45:30Z	eval	exp_000	026	eval	TTT per-type LR groups (3 groups: out_proj 3x, in_proj 0.5x, others 1x) + momentum 0.95 — same technique as prev submit but params batched into 3 groups (not 136) to eliminate per-param overhead that caused 3.5s eval overrun.	-0.002	discard	1.079645	+0.002046	15989787	600.008000	596.400000	1461.000000	apgb-eval-0021		Fix for eval_budget_overrun in exp_020: collapsed per-param groups into 3 typed groups (out_proj/in_proj/other) to minimize optimizer overhead. val_bpb from DQ'd run was 1.0799, suggesting direction is valid.
029	2026-05-01T05:47:36Z	loss	exp_014	026	loss	Add normalized focal loss (γ=0.5) on top of position ramp: downweights easy tokens (high p_correct), upweights hard tokens, normalized to mean=1 to preserve gradient scale, addressing token-difficulty bias orthogonally to the positional ramp.	-0.003	eval_budget_overrun	1.087364			600.110000	603.700000	1508.000000	apgb-loss-0021		p_t = exp(-ce.detach()); focal_w = (1-p_t)^0.5 / mean; ce_loss = mean(per_tok_ce * pos_w * focal_w). Keeps z-loss at 1e-4 unchanged. The normalization ensures total gradient magnitude matches plain CE, while redistributing it toward harder tokens.
030	2026-05-01T05:49:31Z	curr	exp_014	026	curr	Sequence-length warmup curriculum: train at seq_len=512 for first 30% of wallclock (faster steps due to O(L²) attention savings, ~10-20% more gradient steps), then switch to seq_len=2048 for the remainder; both graph shapes pre-compiled during warmup to avoid in-budget recompile overhead.	-0.002	crash						856.000000	apgb-curr-0023		SkyLadder-style short-to-long context schedule. At seq_len=512 with same train_batch_tokens=786432, attention compute per token is 4x lower (2*L*D vs 2*2048*D per token), so each training step is ~15-20% faster. Pre-compile at seq_len=512 happens during warmup (before t0) so no recompile cost inside training budget. Transition at frac=0.30 to train_seq_len=2048 (already compiled). Expected ~10% more effective gradient steps total. | torch.distributed.elastic.multiprocessing.errors.ChildFailedError: ============================================================ (train_gpt.py:1170 in eval_val)
031	2026-05-01T05:52:08Z	tok	exp_014	026	tok	Add a learned per-feature word-boundary bias (word_boundary_scale, zero-init [D]) applied only to SP8192 word-start tokens (▁ prefix), injecting explicit morphological structure into the embedding pipeline that the model would otherwise need to infer from token IDs.	-0.002	eval_budget_overrun	1.080916			600.137000	603.600000	1510.000000	apgb-tok-0022		SP8192 tokens starting with ▁ (leading space) mark word boundaries. The model must currently infer this from token identities; injecting a learned zero-init feature vector for boundary tokens gives a direct shortcut and frees embedding capacity. The has_boundary_lut is a persistent bool buffer built from the tokenizer in GPT.__init__ (8192 entries, 8KB, ~1KB compressed). word_boundary_scale is a [512] AdamW scalar param. Total artifact size addition: ~1.5KB. The deserialize() path recreates GPT(h) so the LUT is rebuilt correctly at eval time. Inspired by PR #1252 WARP word-boundary injection technique.
032	2026-05-01T06:01:10Z	reg	exp_014	026	reg	Add stochastic depth regularization with linear schedule (drop_path_prob linearly from 0% at layer 0 to 10% at layer 10), applied per-sample during training only, to provide implicit ensemble diversity and faster gradient flow through shorter effective paths.	-0.003	eval_budget_overrun	1.087361			600.108000	603.800000	1509.000000	apgb-reg-0024		No existing dropout/stochastic-depth in baseline. Linear schedule is canonical (Huang 2016) — early layers get near-zero drop so gradient signal is preserved for the undertrained regime. 10% max is conservative to avoid hurting the model in the ~600s training budget. Looped layers 3-5 get independently-drawn masks on each pass, which is correct behavior.
033	2026-05-01T06:04:45Z	quant	exp_014	026	quant	Replace binary top-100 sqrt(2) Hessian boost with continuous sqrt(freq/mean) weighting clamped [0.25,4.0]; block_size stays at 64 to avoid eval budget overrun.	-0.002	eval_budget_overrun	1.081131			600.112000	603.400000	1503.000000	apgb-quan-0025		Continuous freq weighting is theoretically optimal: w_i=sqrt(freq_i/mean_freq) makes the Hessian minimize expected BPB error weighted by actual token occurrence frequency, vs the previous binary all-or-nothing top-100 boost. Zero eval-time overhead since it only changes the fw_tensor computation before the calibration forward passes. block_size reverted to 64 after prior trial (exp_024) had 3.5s eval overrun from 2x Cholesky ops.
034	2026-05-01T06:05:10Z	meta	exp_014	026	meta	Move enable_looping_at 0.35 → 0.22 so the looped (eval-matched) depth-recurrence architecture gets ~6% of high-LR training before warmdown starts at frac=0.28, instead of activating only after warmdown has begun decaying the LR.	-0.002	eval_budget_overrun	1.082474			600.121000	603.000000	1507.000000	apgb-meta-0025		Meta sweep on a fresh knob avoiding the crowded beta/eps/wd/warmdown_frac territory flagged in LESSONS.md. Mechanism: align eval-architecture (looped) with peak-LR training phase. Trade-off: ~6% fewer total steps (looped is ~1.55× slower per step), but those steps train the architecture used at inference. No structural changes; single hyperparameter shift.
035	2026-05-01T06:06:26Z	ttt	exp_000	026	ttt	Constant LR throughout TTT chunks (remove cosine decay) with 2 SGD epochs: uniform adaptation budget across all chunks instead of decaying to zero for late chunks, with epoch reduction to fit eval budget (baseline SGD/3ep cosine is right at the 600s edge).	-0.001	discard	1.079312	+0.001713	15990163	600.067000	575.900000	1479.000000	apgb-ttt-0027		Both AdamW/3ep and SGD-constant/3ep overran at exactly 603.8s, confirming baseline is at the budget edge. Total adaptation budget analysis: cosine/3ep sum-of-LRs ≈ 0.5*N*ttt_lr; constant/2ep = 1.0*N*ttt_lr — so this delivers 2x as much total gradient signal across the full val sequence, distributed uniformly rather than front-loaded. Trade-off: 1 fewer epoch but equal weight to ALL chunks (earlier cosine gave near-zero to last 20% of chunks).
036	2026-05-01T06:12:34Z	opt	exp_026	026	opt	Lower min_lr from 0.10 to 0.02: eliminates the 43s flat-LR tail at end of warmdown (where LR was clamped at 10% of peak), enabling deeper final convergence aligned with linear-decay-to-zero (D2Z) research showing this schedule is optimal.	-0.003	discard	1.078914	+0.001315	15986262	600.026000	523.300000	1384.000000	apgb-opt-0030		arxiv 2502.15938 shows linear D2Z consistently outperforms cosine and other schedules. With warmdown_frac=0.72 and old min_lr=0.10, LR was stuck at 10% for last 7.2% of budget (~43s). With min_lr=0.02, LR continues decaying to 2% floor (only 1.4% of budget stuck at floor). This allows the EMA to accumulate a more deeply converged model state. EMA decay=0.9965 unchanged.
037	2026-05-01T06:15:39Z	loss	exp_014	026	loss	Add label smoothing ε=0.1 to CE: prevents overconfidence on easy tokens without redistributing gradient between positions, complementary to the existing z-loss (logit-scale) and position ramp (positional-bias) regularization.	-0.002	eval_budget_overrun	1.126005			600.128000	603.900000	1504.000000	apgb-loss-0031		Focal loss (prior trial exp_029) hurt BPB by 0.008 — gradient redistribution away from common tokens creates train/eval mismatch. Label smoothing is structurally different: uniform entropy regularization, no per-token gradient redistribution. Adds near-zero overhead (handled in PyTorch C++ backend).
038	2026-05-01T06:16:32Z	eval	exp_026	026	eval	Apply cosine LR decay across TTT epochs within each chunk: epoch 0 gets full LR, epoch 1 gets 0.75×, epoch 2 gets 0.25×, preventing SGD momentum overshoot in later epochs and yielding a more stably converged adapted model per chunk.	-0.002	eval_budget_overrun	1.080374			600.025000	603.900000	1501.000000	apgb-eval-0031		Removed the per-chunk constant LR reset block and moved LR updates inside the epoch loop with cosine decay: cos_scale = 0.5*(1+cos(pi*ep/max(epochs,1))). Zero compute overhead, pure scheduling improvement for 3-epoch TTT adaptation per 32K-token chunk.
039	2026-05-01T06:19:24Z	tok	exp_014	026	tok	Add learned per-feature word-boundary bias (word_boundary_scale, zero-init [D]) for SP8192 word-start tokens; LUT populated from val_data.sp in train_model() so deserialize() adds no tokenizer load overhead.	-0.002	discard	1.079274	+0.001675	15993453	600.102000	596.600000	1470.000000	apgb-tok-0032		Fix for exp_031 eval_budget_overrun: tokenizer loading was happening inside GPT.__init__ which is called twice by deserialize() during eval. Now GPT.__init__ only registers a zero bool buffer (no I/O); train_model() populates it from the already-loaded val_data.sp. deserialize() creates GPT(h) with zero placeholder then load_state_dict overwrites with correct serialized values. No extra tokenizer load in eval path.
040	2026-05-01T06:20:45Z	arch	exp_026	026	arch	Add RWKV-style per-channel learnable token-shift (smear) that blends the previous-position hidden state into each block's pre-attention input via a sigmoid gate, init logit -3.0 (~5% prev-token), giving attention free position-1 context that complements partial-RoPE.	-0.0015	eval_budget_overrun	1.080734			600.146000	604.900000	1588.000000	apgb-arch-0032		Per-block nn.Parameter shape (dim,) = 512 fp32, 11 layers → 5632 params (~22KB raw, ~11KB fp16-passthrough). Routes to scalar AdamW via ndim<2 branch (no CONTROL_TENSOR edit). F.pad((0,0,1,0)) preserves causality (pos 0 sees zero). Affects both sublayers in parallel-residual mode (layers 7-10) and only attn input in sequential mode (layers 0-6). RWKV uses TokenShift as core feature; nanoGPT speedrun smear mod is similar; both report meaningful gains at small scale.
