exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	val_bpb	delta_vs_best	artifact_bytes	train_s	eval_s	total_s	job_name	snapshot_path	notes
010	2026-05-02T02:22:16Z	generalist	004	004	generalist	Raise EMA_DECAY from 0.9965 to 0.999 (3.5× longer half-life: ~198 → ~693 steps) so end-of-training EMA averages a substantive slice of the 72% linear warmdown phase rather than only its tail — extracts more noise-reduction across late low-LR fine-tuning.	-0.001	discard	1.092456	+0.013491	15985602	600.029000	553.100000	1464.000000	apg1-gene-0010		Untouched surface (EMA averaging) — recent thread of 5 consecutive failures on TTT-inner-loop knobs (Nesterov, layer-LR, WD), GPTQ damp/block, and z-loss aux suggests TTT/loss surfaces are saturated. EMA half-life check: 0.9965 → ln(2)/0.0035=198 steps; 0.999 → ln(2)/0.001=693 steps. With ~10k total training steps and warmdown_frac=0.72 (so ~7200 steps in linearly-decaying LR phase), 0.9965 averages over ~3% of training (~tail of warmdown), while 0.999 averages over ~10% of training (~late-half of warmdown). Worst-case dilution risk is bounded since the LR is monotonically decreasing during warmdown, so older averaged steps are lower-quality but not random. Standard nanoGPT default for cosine-schedule pretraining. Single-line change, no compute or size impact.
011	2026-05-02T02:54:06Z	generalist	004	004	generalist	Reset SGD momentum buffer at each TTT chunk boundary (optimizer.state.clear() per chunk). The single optimizer instance carries momentum across all 305 heterogeneous val-text chunks, so each chunk inherits stale ~10-step-filtered gradient state from prior chunks' (different-topic) tokens — clean per-chunk local momentum should give a more accurate descent direction while preserving the cumulative param drift exp_004 confirmed helps.	-0.0003	discard	1.094698	+0.015733	15984914	600.102000	555.600000	1467.000000	apg1-gene-0011		Untouched surface: prior TTT failures (exp_005 Nesterov, exp_006 layer-LR decay, exp_007 WD) all touched per-step update rule; none touched cross-chunk optimizer state lifecycle. Mechanism: across heterogeneous val text, chunk-i gradient direction is local; momentum carrying chunk-(i-k) info adds stale-direction noise. Reset preserves param drift (which exp_004 showed beneficial) but cleans velocity buffer. Implementation: optimizer.state.clear() inserted after LR set, before epoch loop. Cheap (no extra compute), safe (SGD's only state is momentum_buffer; first step in chunk just becomes pure -lr*grad).
012	2026-05-02T03:23:21Z	generalist	004	004	generalist	Freeze attention Q/K/V projections (c_q, c_k, c_v) during TTT in addition to tok_emb — the routing matrices shouldn't drift on chunk-local 32K windows; let attn.proj+MLP+norms absorb per-chunk feature-space adaptation (TENT/FFN-adaptation thesis, same structural-freeze axis as the historically strongest exp_002 move).	-0.0008	discard	1.079635	+0.000670	15998429	600.077000	533.900000	1439.000000	apg1-gene-0012		"Untouched surface: exp_005-011 all touched per-step TTT update rules (Nesterov, layer-LR, WD, GPTQ damp, z-loss, EMA decay, momentum reset) and all discarded. The ""which params adapt"" surface is exp_002's surface, where tok_emb-freeze gave the strongest historical signal (1.080426 < baseline 1.081 even with eval overrun). Q/K/V routing is the next brittlest component to a per-chunk SGD update because it controls attention pattern formation. Output proj (attn.proj) and MLP can still adapt to feature shift. Risk: gradient signal lost from QKV may slow adaptation; counter-evidence is that tok_emb-freeze (much larger param fraction) helped. Side effect: ~12% backward FLOP reduction in TTT inner loop — net eval time should shrink slightly."
013	2026-05-02T03:56:25Z	generalist	004	004	generalist	Split TTT SGD into two param groups by ndim — 1D per-channel gates (q_gain, attn_out_gate, attn_scale, mlp_scale) get 5× ttt_lr (0.025), 2D matrix params keep 1× (0.005). Mirrors Muon's 1D-vs-2D separation in main training; uplifts the otherwise-sluggish gate scalars whose grad norms are ~100× smaller than matrices.	-0.001	discard	1.079233	+0.000268	15994728	600.039000	552.700000	1463.000000	apg1-gene-0013		Untouched axis: exp_005-012 all kept uniform LR across params (Nesterov form, layer-LR decay, WD, momentum reset, freeze-QKV). exp_006 (per-layer decay 0.85^(10-i)) was per-LAYER and monotone DECREASE; this is per-PARAM-CLASS and monotone ≥1× (only uplifts gates). Cosine schedule still applies, with floor 0.4 — both groups follow same shape, scaled by their lr_mult.
014	2026-05-02T04:30:45Z	generalist	004	004	generalist	Apply eval-time temperature scaling T=1.05 to TTT score-first logits only (TTT training stays T=1.0): post-GPTQ-INT6 + score-first TTT can leave the softmax over-sharpened on chunk-local peaks, mild flattening recovers NLL on hard mid-tail tokens.	-0.0015	discard	1.081213	+0.002248	15997159	600.014000	558.000000	1464.000000	apg1-gene-0014		New surface vs all 9 prior children of exp_004 (which all touched TTT inner-loop optimizer form, loss aux, EMA, GPTQ damp). Single-coefficient but qualitatively new eval pipeline stage. If KEEP, next iteration → forward-adaptive per-chunk T from a small grid (calibrated on chunk i, applied to chunk i+1). If discard near zero, surface is dead; pivot to architecture or per-layer GPTQ bit allocation.
015	2026-05-02T05:01:24Z	generalist	004	004	generalist	Position-weighted TTT loss: linear 0→1 ramp (mean-normalized) on per-token CE so the TTT inner SGD gradient is biased toward deep-context positions that match the sliding-window eval scoring (last 64/2048 positions per window have ~1984 tokens of context), instead of uniformly averaging over all 2048 positions including shallow-context ones whose distribution differs from the eval task.	-0.002	discard	1.081382	+0.002417	15995076	600.035000	559.000000	1469.000000	apg1-gene-0015		Untouched surface vs all 10 children of exp_004 — those changed the TTT inner-loop optimizer (Nesterov, layer-LR, WD, momentum reset, freeze-QKV, gate split, temp scale), z-loss, EMA, and GPTQ damp. None reshaped the per-token loss weighting. Loss magnitude preserved (mean weight = 1) so effective LR/grad-clip thresholds carry over from exp_004 unchanged. Cost: ~one extra elementwise mul per TTT step, negligible vs the cross-entropy itself. Risk: if linear ramp is too aggressive, gradient noise on the (smaller effective sample of) deep-context positions could outweigh the eval-alignment gain — in which case a quadratic or step-function variant on positions [1024,2047] is the natural followup.
016	2026-05-02T05:32:00Z	generalist	004	004	generalist	Double ttt_chunk_tokens 32768 → 65536: halves SGD-step count and doubles per-step batch (LaCT-aligned), reducing TTT gradient noise and freeing all_reduce overhead while preserving cross-chunk momentum continuity (the dominant mechanism that exp_011 showed is +0.015 nats critical).	-0.0005	discard	1.081424	+0.002459	15996987	600.141000	428.100000	1336.000000	apg1-gene-0016		Untouched surface vs all 11 children of exp_004 — those all touched per-step TTT update rule (Nesterov, layer-LR, WD, momentum reset, freeze-QKV, gate split) or the eval/loss pipeline (temperature, position weighting, z-loss, EMA). This change is orthogonal: it changes adaptation cadence/batch size, not the per-step rule. LaCT (arxiv 2505.23884) argues large chunks (2K-1M) outperform small ones because per-step batches are larger and GPU underutilization is reduced. Counter-risk: half as many adaptation events could reduce reactivity to val-distribution shifts, but cosine-LR floor 0.4 means late chunks still carry 0.4× LR so accumulated drift continues; momentum continuity persists across the 152 chunk transitions.
017	2026-05-02T06:02:58Z	generalist	004	004	generalist	Switch TTT inner optimizer SGD-momentum→Adam (lr=5e-4, betas=(0.9, 0.95), eps=1e-8): per-param 2nd-moment normalization removes the heterogeneous-grad-magnitude problem that 12 SGD-family children of exp_004 left untouched (all near-noise — Nesterov, layer-LR, WD, momentum reset, ndim-split LR, freeze-QKV, pos-weighted loss, doubled chunks). β2=0.95 stabilizes v within ~20 steps for TTT-without-warmup; peak LR scaled 10× down to match SGD's effective step. Cosine floor 0.4 schedule preserved.	-0.002	discard	1.146477	+0.067512	15999685	600.135000	558.900000	1466.000000	apg1-gene-0017		Edit radius: qualitative inner-optimizer family swap (SGD→Adam), not a coefficient tweak. Library prior: PRs #1318, #771, #807, #1647 all use Adam-family for TTT in similar 1.0-1.07 BPB regimes. Risk: Adam's effective step is ~10× SGD-momentum's at same nominal LR, so peak scaled to 5e-4. β2=0.95 (not default 0.999) is critical — TTT has no warmup, default β2 leaves v under-estimated for first ~1000 steps. Counterfactual aligned: from-scratch TTT design today defaults to Adam.
018	2026-05-02T06:36:51Z	generalist	004	004	generalist	Replace stock Muon Newton-Schulz5 coefficients (3.4445,-4.775,2.0315) with the Polar Express per-iteration minimax tuples (arXiv:2505.16932) — first iteration gets a wide-spectrum kick (a=8.16,b=-22.48,c=15.88) and subsequent four iterations refine; better polar-factor approximation per backend_step → cleaner Muon update directions across ~700 training steps.	-0.001	discard	1.079278	+0.000313	15991018	600.125000	552.400000	1461.000000	apg1-gene-0018		"Training-side change on a surface untouched by all 13 children of exp_004 (which targeted TTT inner-loop, GPTQ damp, EMA, z-loss, eval temp). Coefficients verified in this environment by PR #1787 (val_bpb 1.0634 with PE+other techniques stacked, +0.0087 nats baseline). Single-axis attribution unknown but PR judge tags Polar NS as ""low-medium risk"". Numerical sanity: with Frobenius-normalized X, X@X.T entries are O(1/N) scale so b·X@X.T ≈ O(0.025) — within bf16 dynamic range. for-loop unrolls cleanly under torch.compile since steps=5 is fixed."
019	2026-05-02T07:11:23Z	generalist	004	004	generalist	"Freeze depth-recurrence loop bank (blocks 3-5) during TTT in addition to tok_emb — they get 3x training gradient signal (called 3x per forward) and per-chunk SGD on them perturbs all three use-positions simultaneously; SLOT-style freeze-the-bulk transposed onto recurrence topology.</hypothesis> </invoke>" -0.001 discard 1.079424 +0.000459 15993442 600.026000 525.400000 1431.000000 apg1-gene-0019  
020	2026-05-02T07:46:44Z	generalist	004	004	generalist	Linear ramp ttt_epochs 2→4 across chunks (rounded, total step count preserved) — reallocate inner-loop adaptation budget toward late chunks where the well-adapted starting state makes each SGD step more informative; continues exp_004's directional thesis (more late-chunk adaptation) by varying step count rather than step magnitude.	-0.0003	eval_budget_overrun	1.097291			600.051000	605.300000	1531.000000	apg1-gene-0020		Untouched surface vs all 15 discarded children of exp_004. Avg epochs = h.ttt_epochs (3) by construction, so cost-neutral wall-clock. _chunk_epochs = max(1, h.ttt_epochs - 1 + round((ci/(N-1)) * 2)) → {2,3,4} buckets. Cosine LR schedule from exp_004 left unchanged so this is a clean single-axis ablation of step-count distribution. If late-chunk adaptation is undersaturated, gain ≈ -0.0003-0.0005; if late-chunk over-adaptation is the limit, regression ≤ +0.0005. Discriminative either way.
021	2026-05-02T08:20:44Z	generalist	004	004	generalist	Soft L2 anchor in TTT toward post-train W_0 (alpha=1e-3 per step, applied after each SGD step on non-tok_emb params): caps cumulative drift across ~75 TTT steps without resetting momentum (exp_011's failure) and without decaying toward 0 (exp_007's wrong target).	-0.0006	eval_budget_overrun	1.097283			600.124000	604.600000	1524.000000	apg1-gene-0021		Untouched surface vs all 16 children of exp_004 — none anchor weights toward post-train state. Standard EWC-style continual-learning regularizer; preserves momentum (exp_011 reset that and lost +0.016) and uses W_0 (post-train) as the decay target rather than 0 (exp_007 used 0 and lost +0.000152). Drift retention 0.999^75 ~ 0.93 — mild but measurable. Memory cost ~10 MB (clone of non-tok_emb params); time cost negligible (one mul+add per param per step).
022	2026-05-02T08:48:04Z	generalist	004	004	generalist	Soft L2 anchor in TTT toward post-train W_0, applied per-chunk (alpha=3e-3 once after each chunk's inner-epoch loop) — re-test of exp_021 with the lerp moved out of the per-step inner loop to eliminate ~10s eval overhead that DQ'd it; mathematically equivalent drift retention (0.997^24 ~ 0.93).	-0.0005	discard	1.079957	+0.000992	15992471	600.125000	545.900000	1449.000000	apg1-gene-0022		exp_021 (per-step alpha=1e-3) eval-overran by 4.6s with truncated val_bpb=1.097 — uninformative on whether the anchor itself helps. This re-tests the same hypothesis at chunk granularity: ~24 anchor applications total (vs 75 × 8 ranks) → negligible overhead. Drift retention 0.997^24 = 0.928 matches the original 0.999^75 = 0.928 — same anchor strength, cheaper compute. Distinct from all 16 prior children of exp_004 (none anchor weights toward W_0); distinct from exp_007 (decay toward 0, wrong target) and exp_011 (full momentum reset, +0.016 catastrophic). EWC-style continual-learning regularizer scoped to TTT only.
023	2026-05-02T09:22:18Z	generalist	004	004	generalist	Lower matrix_clip_sigmas from 12.85 → 8.5 (untouched axis): GPTQ SDClip int6 grid covers ±8.5σ instead of ±12.85σ → 1.51× finer step size → ~2.3× lower quantization noise variance for typical-magnitude weights, while saturation at 8.5σ remains rare for trained transformer weights.	-0.0015	size_blocked	1.074688		18289279	600.107000	560.200000	1470.000000	apg1-gene-0023		Fully untouched surface vs all 18 children of exp_004 (TTT inner-loop dominated; exp_008 tweaked Hessian damp + block_size, never SDClip sigmas). Mechanism: at sigmas=12.85 the int6 grid wastes resolution on a ±12.85σ range that captures essentially zero mass (transformer weights post-training rarely exceed 4-5σ); at sigmas=8.5 the grid step shrinks 1.51× while saturation at 8.5σ still affects <0.0001% of values. Quantization noise variance ∝ step² so per-weight rounding error variance drops by (1/1.51)² ≈ 0.44. Risk: tighter sigmas widen the int6 distribution → less brotli-compressible → larger blob; with ~0-5KB headroom on the 16MB cap, may size_block. If so, falls back via LOWBIT_LAYERS env in next iteration.
024	2026-05-02T10:07:42Z	generalist	004	004	generalist	Per-tensor sigma override: apply tight matrix_clip_sigmas=8.5 to attention output projections (.attn.proj.weight, ~12% of model bytes — highest per-byte residual-stream sensitivity) while keeping all other matrices at 12.85, plus loosen embed_clip_sigmas 20→30 to reclaim artifact budget — concentrates exp_023's -0.0043 signal on the most quant-noise-sensitive layers at ~0.18 MB inflation, offset by ~0.3-0.8 MB embed compression savings.	-0.0015	discard	1.079896	+0.000931	15908992	600.050000	556.700000	1475.000000	apg1-gene-0024		exp_023 (sigma=8.5 uniform) achieved val_bpb=1.0747 (Δ=-0.0043) but blob hit 18.29 MB, 2.29 MB over cap. Mechanism is real; only size budget killed it. Surgical hypothesis: attn.proj writes directly to residual stream — its quant noise propagates through all downstream blocks (compounding effect), so it's the single most byte-efficient place to spend precision. Other matrices (Q/K/V inputs, MLP fc/proj inside their nonlinear envelope) absorb quant noise via softmax/leaky-relu² nonlinearities. Tightening just .attn.proj (11 layers × 262K params = ~12% of model bytes) inflates ~0.18 MB. Compensate via embed_clip_sigmas 20→30: int8 grid coarsens 1.5×, fewer distinct codes used, brotli compresses the embed blob (~1 MB) more efficiently — should free 300-800 KB. If size fits and val_bpb < 1.0775, capture ~30-50% of full sigma signal. If size_blocks, fall back to narrower attn.proj subset (e.g., blocks 7-10 only). If val_bpb stays flat, the gain is concentrated elsewhere (probably MLP) and we know the sigma-cost map.
025	2026-05-02T10:42:16Z	generalist	004	004	generalist	Per-tensor SDClip σ allocation guided by super-weights literature (arXiv 2411.07191): tighten σ to 8.5 ONLY on .mlp.fc.weight (input proj, fanin=512, no super-weights), revert attn.proj σ to 12.85 (exp_024 confirmed residual-writer outliers must be preserved), loosen embed σ 30→50 to fund the compression bloat under the 16 MB cap.	-0.0017	size_blocked	1.081744		16147125	600.135000	559.900000	1477.000000	apg1-gene-0025		Targeted refinement of exp_023's mechanism. exp_023 (uniform σ=8.5) achieved val_bpb=1.0747 (-0.0043) but +2.3 MB blob → size_blocked. exp_024 (only attn.proj σ=8.5) was +0.0009 → confirms residual-writers (.attn.proj, by literature analogy also .mlp.proj) carry critical outliers tight clipping destroys. Untouched surface: .mlp.fc.weight (input projections, ~38% of matrix params, fanin=512 narrow distribution, no super-weights per arXiv:2411.07191). Compression compensation via embed σ 30→50 (further loosen, embeds dense within ±2σ). If size_blocked, the bytes returned give a per-tensor calibration point for the next iteration.
026	2026-05-02T11:21:01Z	generalist	004	004	generalist	Set TTT inner-loop batch_seqs=1 (decoupled from scoring batch_seqs=32) so each chunk runs ~6 SGD steps (1 per minibatch × 2 minibatches × 3 epochs) instead of ~3 — doubles per-chunk adaptation drift via finer per-step granularity, extending exp_004's late-chunk-adaptation mechanism.	-0.0015	eval_budget_overrun	1.096964			600.047000	603.400000	1475.000000	apg1-gene-0026		Untouched axis vs all 21 children of exp_004 (which targeted TTT optimizer family/per-step scaling/freezing, GPTQ damp, EMA, eval temp, sigma — never the inner-batch granularity). Mechanism: with chunk_seqs=16, world_size=8, my_chunk_seqs=2, current batch_seqs=32 collapses inner loop to 1 step/epoch. Setting inner_batch_seqs=1 → 2 steps/epoch (6 inner SGD steps/chunk vs current 3). Total forward-backward compute is unchanged; only SGD trajectory shifts toward more frequent, smaller-batch updates (8-rank-averaged 8-seq batches vs 16-seq batches). Momentum=0.9 absorbs the added per-step noise (effective averaging window ~10 steps). Eval cost: +10-15s for 2x all_reduce/optimizer.step calls per chunk. exp_016 (opposite direction: bigger chunks → fewer SGD steps) was discarded, providing one-sided prior that the smaller-step direction is preferred. Risk: per-chunk drift doubles → potential over-adaptation to chunk-local distribution; cosine LR floor=0.4 across chunks should still damp.
027	2026-05-02T11:47:09Z	generalist	004	004	generalist	Pair inner_batch_seqs=1 (from exp_026) with ttt_epochs 3→2: total 4 inner SGD steps/chunk (+33% vs exp_004's 3) at smaller-batch granularity, while reclaiming ~57s eval to stay under the 600s cap that DQ'd exp_026.	-0.0008	discard	1.079054	+0.000089	15993926	600.143000	567.800000	1440.000000	apg1-gene-0027		Direct refinement of exp_026 (eval_budget_overrun by 3.4s with same inner_batch_seqs=1). The mechanism (more SGD steps via finer minibatch granularity) is untested because exp_026's eval was truncated; ttt_epochs 3→2 trades one epoch of adaptation for ~57s wall-time headroom. Net step count vs exp_004: 4 vs 3 (+33%); vs exp_026: 4 vs 6 (-33%). Per-step batch composition: 8 sequences (8-rank all-reduce of 1 seq each), noisier than exp_004's 16-seq batches but well within momentum=0.9 averaging window. Risk: if the 6-step trajectory in exp_026 was actually beneficial pre-truncation, halving to 4 may underadapt; conversely if 6 over-adapted, 4 should be net positive vs exp_004. Either outcome informs whether more SGD steps via finer batches is the right direction.
028	2026-05-02T12:21:07Z	generalist	004	004	generalist	Tighten GPTQ SDClip σ from 12.85 → 8.5 on attention Q/K/V input projections (c_q, c_k, c_v) only — finer int6 grid where super-weights are absent (per Apple arXiv:2411.07191: super-weights live in mlp.proj, not QKV); localizes exp_023's proven -0.0043 mechanism to the smallest, safest substrate while staying within budget	-0.0015	size_blocked	1.078191		16416587	600.099000	557.900000	1467.000000	apg1-gene-0028		exp_023 (uniform σ=8.5) → val_bpb=1.0747 (-0.0043) but +2.3 MB blob (size_blocked). exp_024 (σ=8.5 only on attn.proj) → +0.000931 (within ±0.001 noise, inconclusive). exp_025 (σ=8.5 only on mlp.fc) → size_blocked. Untested partition: c_q+c_k+c_v together (~20% of model bytes; size cost projected ~400-500 KB so size_blocked is a real risk). V has no RMSNorm buffer downstream so it's the most quant-sensitive of the three; Q/K go through RMSNorm and are buffered. If size_blocked, follow-up reduces to c_v alone.
029	2026-05-02T12:55:29Z	generalist	004	004	generalist	Shuffle TTT inner-loop batch order each of the 3 epochs (chunk-seeded RNG) so SGD updates see decorrelated, closer-to-IID samples instead of three sequential scans through highly auto-correlated within-chunk text — same step count, lower gradient-noise variance.	-0.0008	discard	1.079075	+0.000110	15991127	600.033000	554.100000	1458.000000	apg1-gene-0029		Untouched axis vs all 24 children of exp_004 — none touched batch ORDER in the TTT inner loop. Mechanism: chronological scan couples adjacent SGD steps to overlapping documents (within-chunk text is contiguous val tokens). Per-epoch reshuffle decorrelates; standard SGD theory predicts lower variance over the 3-epoch average. Chunk-seeded RNG (rank-consistent) keeps DDP all_reduce semantics: every rank reorders the same logical step, so the effective per-step batch is still world_size×batch_seqs of one logical position. Cost: zero extra compute (same step count), trivial Python overhead. Worst case neutral.
